,0,OFFENCE,DAYS_SINCE
11357,2,9,244.0
11358,54,9,501.0
11359,18,9,502.0
11360,53,1,518.0
11361,16,9,511.0
11362,80,1,515.0
11363,32,1,518.0
11364,70,9,515.0
11365,89,1,515.0
11366,72,9,518.0
11367,65,9,513.0
11368,23,1,518.0
11369,0,9,518.0
11370,50,1,518.0
11371,72,9,518.0
11372,26,5,518.0
11373,60,1,514.0
11374,65,5,518.0
11375,86,9,513.0
11376,95,9,518.0
11377,23,1,518.0
11378,85,1,518.0
11379,0,1,515.0
11380,97,9,518.0
11381,25,5,518.0
11382,59,10,518.0
11383,13,9,518.0
11384,68,1,517.0
11385,13,9,517.0
11386,0,9,518.0
11387,39,9,518.0
11388,33,9,518.0
11389,15,9,518.0
11390,54,1,518.0
11391,25,9,518.0
11392,5,1,518.0
11393,18,9,518.0
11394,36,9,518.0
11395,68,9,518.0
11396,72,5,518.0
11397,4,5,518.0
11398,73,9,518.0
11399,40,9,518.0
11400,84,1,518.0
11401,68,5,518.0
11402,84,1,518.0
11403,57,9,518.0
11404,52,9,518.0
11405,13,9,518.0
11406,54,9,518.0
11407,71,1,518.0
11408,91,9,518.0
11409,37,1,518.0
11410,84,1,518.0
11411,9,9,518.0
11412,19,9,518.0
11413,98,5,518.0
11414,25,5,518.0
11415,95,9,518.0
11416,7,9,515.0
11417,26,1,515.0
11418,74,1,518.0
11419,92,1,516.0
11420,26,1,515.0
11421,36,9,519.0
11422,17,1,519.0
11423,65,5,519.0
11424,18,5,519.0
11425,93,9,519.0
11426,1,1,513.0
11427,72,9,519.0
11428,59,1,519.0
11429,2,9,511.0
11430,80,9,519.0
11431,86,1,519.0
11432,72,1,519.0
11433,93,9,519.0
11434,93,9,519.0
11435,65,9,519.0
11436,54,9,519.0
11437,52,9,519.0
11438,71,9,519.0
11439,66,9,513.0
11440,93,9,519.0
11441,70,9,519.0
11442,72,9,519.0
11443,91,9,519.0
11444,68,9,519.0
11445,15,9,519.0
11446,38,9,519.0
11447,43,5,519.0
11448,77,9,519.0
11449,57,5,519.0
11450,69,1,519.0
11451,69,1,519.0
11452,31,9,519.0
11453,7,9,519.0
11454,69,9,519.0
11455,49,9,518.0
11456,17,9,518.0
11457,0,9,518.0
11458,28,9,519.0
11459,97,9,519.0
11460,60,9,519.0
11461,8,1,519.0
11462,22,1,519.0
11463,2,9,519.0
11464,54,9,519.0
11465,4,9,519.0
11466,55,1,519.0
11467,18,9,519.0
11468,7,9,519.0
11469,54,9,519.0
11470,32,1,519.0
11471,65,1,519.0
11472,37,1,519.0
11473,71,9,519.0
11474,0,9,516.0
11475,62,1,514.0
11476,25,1,519.0
11477,1,10,491.0
11478,2,10,499.0
11479,2,10,387.0
11480,33,9,519.0
11481,1,5,515.0
11482,8,9,519.0
11483,7,9,515.0
11484,46,9,515.0
11485,71,1,518.0
11486,0,1,515.0
11487,1,1,513.0
11488,65,1,518.0
11489,66,9,518.0
11490,41,9,518.0
11491,17,1,518.0
11492,82,1,519.0
11493,9,1,518.0
11494,82,1,518.0
11495,9,1,518.0
11496,48,1,518.0
11497,47,5,519.0
11498,91,5,519.0
11499,56,1,520.0
11500,32,1,520.0
11501,13,5,508.0
11502,89,9,366.0
11503,17,1,368.0
11504,26,1,519.0
11505,18,9,483.0
11506,14,1,515.0
11507,18,9,517.0
11508,89,9,518.0
11509,22,9,519.0
11510,15,9,519.0
11511,56,9,519.0
11512,93,1,519.0
11513,33,5,519.0
11514,70,9,519.0
11515,25,9,513.0
11516,33,9,520.0
11517,68,9,520.0
11518,0,9,520.0
11519,80,1,520.0
11520,0,1,520.0
11521,37,1,520.0
11522,65,9,520.0
11523,25,1,520.0
11524,18,1,520.0
11525,27,9,520.0
11526,84,1,520.0
11527,25,1,520.0
11528,57,9,520.0
11529,73,10,520.0
11530,92,1,520.0
11531,66,9,520.0
11532,57,9,520.0
11533,19,9,520.0
11534,75,9,520.0
11535,19,1,520.0
11536,70,9,520.0
11537,10,1,520.0
11538,69,5,520.0
11539,4,1,520.0
11540,55,9,520.0
11541,66,9,520.0
11542,93,9,520.0
11543,81,9,520.0
11544,24,9,520.0
11545,93,9,520.0
11546,95,9,514.0
11547,46,9,520.0
11548,66,9,520.0
11549,62,1,520.0
11550,24,9,520.0
11551,33,9,520.0
11552,0,9,520.0
11553,52,9,520.0
11554,66,9,520.0
11555,0,9,514.0
11556,75,9,511.0
11557,84,1,514.0
11558,60,1,520.0
11559,89,1,520.0
11560,15,1,519.0
11561,84,1,520.0
11562,2,1,506.0
11563,42,1,520.0
11564,7,5,521.0
11565,8,9,521.0
11566,92,1,520.0
11567,94,9,520.0
11568,53,9,517.0
11569,24,1,520.0
11570,93,9,475.0
11571,16,10,456.0
11572,77,1,474.0
11573,75,1,520.0
11574,56,9,521.0
11575,13,1,520.0
11576,5,5,521.0
11577,17,9,521.0
11578,33,9,521.0
11579,54,10,521.0
11580,42,5,521.0
11581,35,10,521.0
11582,38,1,521.0
11583,34,9,521.0
11584,42,9,521.0
11585,26,9,521.0
11586,0,9,521.0
11587,12,5,521.0
11588,99,5,521.0
11589,35,9,521.0
11590,23,9,521.0
11591,70,9,521.0
11592,46,9,521.0
11593,50,5,521.0
11594,12,9,521.0
11595,17,1,521.0
11596,31,1,520.0
11597,17,1,521.0
11598,57,1,182.0
11599,24,1,520.0
11600,0,10,505.0
11601,24,1,520.0
11602,9,9,520.0
11603,72,9,121.0
11604,48,9,520.0
11605,72,5,520.0
11606,19,1,521.0
11607,6,9,521.0
11608,24,9,521.0
11609,68,1,521.0
11610,43,9,521.0
11611,65,9,521.0
11612,98,9,521.0
11613,32,9,521.0
11614,99,1,520.0
11615,98,9,521.0
11616,5,9,513.0
11617,95,9,513.0
11618,39,9,511.0
11619,26,1,512.0
11620,75,9,521.0
11621,65,9,521.0
11622,65,9,521.0
11623,53,9,521.0
11624,74,1,521.0
11625,80,9,521.0
11626,80,9,521.0
11627,4,1,521.0
11628,17,1,521.0
11629,57,9,521.0
11630,13,9,521.0
11631,87,1,521.0
11632,5,9,521.0
11633,16,1,521.0
11634,73,5,521.0
11635,35,1,521.0
11636,17,1,521.0
11637,14,5,521.0
11638,3,9,521.0
11639,74,1,521.0
11640,86,10,521.0
11641,94,9,521.0
11642,10,9,521.0
11643,42,9,521.0
11644,0,1,521.0
11645,97,9,521.0
11646,2,9,521.0
11647,7,9,519.0
11648,67,1,521.0
11649,14,9,521.0
11650,10,9,522.0
11651,5,9,522.0
11652,31,9,522.0
11653,7,9,522.0
11654,66,1,522.0
11655,60,1,522.0
11656,39,9,522.0
11657,8,9,522.0
11658,66,1,522.0
11659,60,9,522.0
11660,14,5,522.0
11661,80,1,522.0
11662,37,9,522.0
11663,91,9,522.0
11664,60,9,522.0
11665,42,9,522.0
11666,68,9,522.0
11667,38,9,522.0
11668,13,1,522.0
11669,15,5,522.0
11670,91,9,522.0
11671,33,1,522.0
11672,75,1,522.0
11673,49,1,522.0
11674,60,9,522.0
11675,42,9,522.0
11676,90,1,522.0
11677,71,1,522.0
11678,17,1,522.0
11679,5,9,522.0
11680,65,5,522.0
11681,12,1,522.0
11682,5,9,522.0
11683,25,9,522.0
11684,35,9,522.0
11685,83,9,522.0
11686,46,9,522.0
11687,38,5,522.0
11688,27,10,521.0
11689,28,9,522.0
11690,99,1,521.0
11691,77,9,521.0
11692,54,1,521.0
11693,17,1,521.0
11694,17,1,521.0
11695,60,1,522.0
11696,73,1,514.0
11697,27,9,522.0
11698,60,9,520.0
11699,4,10,520.0
11700,60,1,501.0
11701,82,1,522.0
11702,17,5,522.0
11703,82,1,522.0
11704,33,9,522.0
11705,10,1,521.0
11706,8,1,522.0
11707,62,1,522.0
11708,62,1,516.0
11709,26,1,522.0
11710,96,9,522.0
11711,95,1,522.0
11712,28,1,521.0
11713,31,9,522.0
11714,60,1,501.0
11715,10,5,523.0
11716,4,9,523.0
11717,56,9,523.0
11718,60,1,523.0
11719,75,9,523.0
11720,24,9,523.0
11721,3,9,523.0
11722,83,9,522.0
11723,17,1,522.0
11724,34,9,522.0
11725,82,1,523.0
11726,98,9,523.0
11727,62,1,523.0
11728,33,1,522.0
11729,5,9,521.0
11730,52,5,523.0
11731,66,1,521.0
11732,75,1,523.0
11733,33,1,522.0
11734,31,1,513.0
11735,5,1,520.0
11736,35,1,523.0
11737,22,9,521.0
11738,93,1,521.0
11739,72,9,521.0
11740,66,1,523.0
11741,41,1,523.0
11742,38,1,522.0
11743,99,1,522.0
11744,67,1,522.0
11745,73,9,522.0
11746,25,1,522.0
11747,31,1,522.0
11748,51,10,522.0
11749,50,1,523.0
11750,99,9,523.0
11751,0,9,523.0
11752,17,9,523.0
11753,60,9,523.0
11754,51,9,523.0
11755,69,9,523.0
11756,28,9,523.0
11757,85,9,523.0
11758,65,1,523.0
11759,0,9,523.0
11760,2,9,523.0
11761,80,9,523.0
11762,0,9,523.0
11763,64,9,523.0
11764,27,9,523.0
11765,77,9,523.0
11766,23,9,523.0
11767,57,9,523.0
11768,25,1,523.0
11769,98,1,523.0
11770,0,9,523.0
11771,69,9,523.0
11772,43,1,523.0
11773,17,9,523.0
11774,54,1,523.0
11775,44,9,523.0
11776,0,5,523.0
11777,78,9,523.0
11778,75,9,523.0
11779,52,9,523.0
11780,71,1,523.0
11781,68,9,523.0
11782,0,9,523.0
11783,37,9,523.0
11784,56,1,523.0
11785,49,9,523.0
11786,0,5,523.0
11787,93,1,523.0
11788,84,9,523.0
11789,13,1,523.0
11790,33,9,523.0
11791,33,5,523.0
11792,62,9,523.0
11793,28,9,523.0
11794,31,9,523.0
11795,25,9,523.0
11796,7,9,523.0
11797,66,9,523.0
11798,18,9,523.0
11799,87,9,523.0
11800,56,5,523.0
11801,0,9,523.0
11802,97,9,523.0
11803,30,10,519.0
11804,95,9,523.0
11805,8,9,524.0
11806,64,9,524.0
11807,66,9,524.0
11808,56,9,524.0
11809,42,1,524.0
11810,90,1,517.0
11811,86,9,524.0
11812,40,9,523.0
11813,34,1,523.0
11814,80,9,524.0
11815,49,9,524.0
11816,97,9,524.0
11817,65,9,524.0
11818,97,9,521.0
11819,8,1,521.0
11820,91,9,524.0
11821,22,1,523.0
11822,22,1,523.0
11823,23,9,524.0
11824,93,5,524.0
11825,91,9,524.0
11826,57,9,524.0
11827,33,5,524.0
11828,17,9,524.0
11829,38,9,524.0
11830,17,9,524.0
11831,86,5,524.0
11832,16,9,524.0
11833,39,9,524.0
11834,6,9,524.0
11835,89,9,524.0
11836,36,9,524.0
11837,26,9,524.0
11838,68,1,524.0
11839,7,9,524.0
11840,72,9,522.0
11841,64,9,524.0
11842,2,9,524.0
11843,15,9,524.0
11844,44,9,524.0
11845,44,1,524.0
11846,0,9,524.0
11847,18,9,524.0
11848,84,9,524.0
11849,75,9,524.0
11850,71,9,524.0
11851,0,9,524.0
11852,98,9,524.0
11853,54,9,524.0
11854,0,9,524.0
11855,37,5,524.0
11856,73,9,524.0
11857,15,9,524.0
11858,17,9,524.0
11859,7,9,524.0
11860,51,9,459.0
11861,7,5,524.0
11862,43,9,524.0
11863,37,9,524.0
11864,95,9,524.0
11865,43,1,524.0
11866,47,1,524.0
11867,31,1,522.0
11868,56,1,523.0
11869,97,1,523.0
11870,18,1,524.0
11871,43,1,524.0
11872,83,1,524.0
11873,66,9,524.0
11874,2,9,520.0
11875,18,9,492.0
11876,73,1,520.0
11877,25,9,504.0
11878,5,9,524.0
11879,43,9,524.0
11880,48,5,500.0
11881,0,9,523.0
11882,65,5,231.0
11883,68,9,524.0
11884,2,9,366.0
11885,7,9,524.0
11886,52,9,376.0
11887,90,1,524.0
11888,77,1,524.0
11889,0,9,524.0
11890,89,1,524.0
11891,17,9,523.0
11892,0,9,525.0
11893,67,9,525.0
11894,4,9,525.0
11895,47,9,525.0
11896,0,9,524.0
11897,84,9,524.0
11898,24,9,516.0
11899,8,9,524.0
11900,35,5,524.0
11901,39,9,525.0
11902,27,9,524.0
11903,37,9,525.0
11904,98,9,525.0
11905,15,9,525.0
11906,92,5,525.0
11907,33,9,525.0
11908,89,1,525.0
11909,57,1,525.0
11910,10,5,525.0
11911,24,9,525.0
11912,15,9,521.0
11913,41,10,521.0
11914,70,1,523.0
11915,52,9,525.0
11916,27,9,525.0
11917,52,9,523.0
11918,64,9,525.0
11919,49,10,522.0
11920,41,1,522.0
11921,66,1,522.0
11922,23,1,522.0
11923,7,1,522.0
11924,37,5,525.0
11925,2,1,524.0
11926,38,1,525.0
11927,44,1,525.0
11928,82,9,525.0
11929,73,9,525.0
11930,4,9,525.0
11931,0,10,525.0
11932,17,9,525.0
11933,39,9,525.0
11934,56,9,525.0
11935,67,9,525.0
11936,8,9,525.0
11937,65,1,525.0
11938,99,1,525.0
11939,9,1,524.0
11940,67,1,524.0
11941,64,1,524.0
11942,86,1,524.0
11943,48,1,522.0
11944,52,9,525.0
11945,78,1,525.0
11946,15,1,524.0
11947,77,9,523.0
11948,39,9,-1186.0
11949,22,9,525.0
11950,44,9,525.0
11951,98,9,525.0
11952,60,9,525.0
11953,60,9,525.0
11954,89,5,525.0
11955,84,9,525.0
11956,92,9,525.0
11957,52,9,525.0
11958,43,10,525.0
11959,38,9,525.0
11960,5,1,525.0
11961,2,1,524.0
11962,89,5,525.0
11963,15,9,525.0
11964,15,9,525.0
11965,6,5,525.0
11966,15,1,525.0
11967,46,9,525.0
11968,5,9,525.0
11969,38,1,525.0
11970,7,9,264.0
11971,15,1,525.0
11972,68,9,524.0
11973,0,9,525.0
11974,72,9,525.0
11975,33,5,525.0
11976,54,5,525.0
11977,54,9,354.0
11978,82,1,508.0
11979,17,9,519.0
11980,0,1,519.0
11981,33,5,525.0
11982,73,1,525.0
11983,70,10,420.0
11984,8,9,525.0
11985,81,5,525.0
11986,84,9,525.0
11987,65,9,525.0
11988,4,9,456.0
11989,38,9,525.0
11990,11,9,518.0
11991,77,9,525.0
11992,78,1,519.0
11993,69,9,526.0
11994,52,1,526.0
11995,35,9,526.0
11996,6,9,526.0
11997,12,9,521.0
11998,65,10,521.0
11999,12,9,526.0
12000,4,1,522.0
12001,7,9,526.0
12002,92,5,526.0
12003,93,9,526.0
12004,28,9,525.0
12005,0,1,525.0
12006,1,1,525.0
12007,1,1,525.0
12008,61,5,444.0
12009,1,1,525.0
12010,70,9,525.0
12011,37,1,525.0
12012,66,9,526.0
12013,25,9,525.0
12014,9,9,526.0
12015,38,9,526.0
12016,0,9,526.0
12017,26,5,526.0
12018,65,9,526.0
12019,57,5,526.0
12020,33,1,525.0
12021,24,1,525.0
12022,31,1,525.0
12023,24,1,525.0
12024,56,1,526.0
12025,78,9,526.0
12026,78,9,526.0
12027,14,1,526.0
12028,84,9,526.0
12029,60,9,526.0
12030,70,5,526.0
12031,57,9,526.0
12032,84,1,526.0
12033,28,1,526.0
12034,4,9,526.0
12035,83,5,526.0
12036,13,1,526.0
12037,12,5,526.0
12038,28,1,526.0
12039,80,1,526.0
12040,33,1,526.0
12041,74,5,526.0
12042,18,1,526.0
12043,64,9,526.0
12044,80,9,226.0
12045,0,9,526.0
12046,52,1,526.0
12047,95,9,526.0
12048,87,1,526.0
12049,8,1,526.0
12050,93,1,526.0
12051,74,10,366.0
12052,89,1,526.0
12053,66,1,526.0
12054,94,9,526.0
12055,40,9,526.0
12056,43,5,526.0
12057,12,9,526.0
12058,77,1,526.0
12059,15,1,526.0
12060,56,1,526.0
12061,14,9,526.0
12062,66,1,526.0
12063,98,1,526.0
12064,33,9,526.0
12065,85,9,526.0
12066,72,9,526.0
12067,8,9,526.0
12068,57,1,525.0
12069,71,9,526.0
12070,89,10,523.0
12071,8,9,526.0
12072,73,9,524.0
12073,37,9,526.0
12074,48,9,526.0
12075,26,9,526.0
12076,51,9,527.0
12077,24,5,527.0
12078,31,9,527.0
12079,52,9,527.0
12080,59,9,527.0
12081,14,9,527.0
12082,37,9,527.0
12083,89,9,526.0
12084,2,1,527.0
12085,57,9,525.0
12086,78,5,526.0
12087,40,9,526.0
12088,57,9,525.0
12089,71,9,527.0
12090,66,1,526.0
12091,78,1,527.0
12092,52,1,527.0
12093,25,1,527.0
12094,25,1,527.0
12095,53,1,505.0
12096,91,9,527.0
12097,97,1,527.0
12098,52,9,527.0
12099,18,1,527.0
12100,52,9,527.0
12101,9,1,527.0
12102,13,9,527.0
12103,50,5,527.0
12104,56,9,527.0
12105,9,1,527.0
12106,25,1,527.0
12107,10,5,527.0
12108,57,9,527.0
12109,14,9,527.0
12110,37,9,527.0
12111,66,1,527.0
12112,53,1,527.0
12113,89,9,527.0
12114,56,10,520.0
12115,37,10,527.0
12116,63,9,527.0
12117,55,9,527.0
12118,25,1,527.0
12119,96,9,527.0
12120,57,9,527.0
12121,72,9,527.0
12122,8,9,527.0
12123,66,9,527.0
12124,95,1,527.0
12125,28,9,527.0
12126,47,9,527.0
12127,48,5,527.0
12128,54,5,527.0
12129,46,9,527.0
12130,17,9,527.0
12131,84,10,527.0
12132,26,9,527.0
12133,68,9,527.0
12134,33,9,527.0
12135,59,5,527.0
12136,97,10,527.0
12137,52,9,527.0
12138,54,9,527.0
12139,65,1,527.0
12140,7,9,527.0
12141,44,9,527.0
12142,35,9,527.0
12143,57,5,527.0
12144,91,1,523.0
12145,81,1,522.0
12146,55,9,526.0
12147,12,9,376.0
12148,38,9,162.0
12149,73,9,527.0
12150,7,5,523.0
12151,8,9,523.0
12152,52,1,527.0
12153,8,1,527.0
12154,35,9,527.0
12155,99,1,527.0
12156,31,9,527.0
12157,50,5,527.0
12158,92,9,527.0
12159,40,1,527.0
12160,64,9,528.0
12161,98,9,528.0
12162,37,9,528.0
12163,14,9,528.0
12164,84,9,528.0
12165,55,1,528.0
12166,68,9,528.0
12167,63,9,528.0
12168,19,9,528.0
12169,75,1,528.0
12170,53,1,527.0
12171,6,9,528.0
12172,50,5,528.0
12173,98,1,528.0
12174,54,1,528.0
12175,57,9,528.0
12176,86,1,528.0
12177,56,9,526.0
12178,1,1,525.0
12179,81,9,526.0
12180,35,1,528.0
12181,5,9,526.0
12182,7,10,528.0
12183,18,1,526.0
12184,57,10,526.0
12185,75,1,527.0
12186,50,1,527.0
12187,24,1,527.0
12188,91,1,523.0
12189,10,5,527.0
12190,18,1,527.0
12191,72,9,527.0
12192,5,9,527.0
12193,43,5,527.0
12194,40,1,528.0
12195,27,1,527.0
12196,30,1,527.0
12197,66,1,527.0
12198,78,9,527.0
12199,65,9,528.0
12200,91,9,528.0
12201,65,9,528.0
12202,59,9,244.0
12203,30,1,527.0
12204,7,9,528.0
12205,84,9,528.0
12206,14,9,521.0
12207,65,9,528.0
12208,42,9,528.0
12209,84,1,528.0
12210,41,1,528.0
12211,0,9,528.0
12212,73,1,528.0
12213,5,1,528.0
12214,27,5,528.0
12215,33,5,528.0
12216,67,1,528.0
12217,73,1,528.0
12218,49,5,528.0
12219,3,1,528.0
12220,4,9,528.0
12221,46,9,528.0
12222,70,1,528.0
12223,7,9,528.0
12224,77,9,528.0
12225,70,9,528.0
12226,89,9,528.0
12227,73,10,522.0
12228,34,9,425.0
12229,48,1,528.0
12230,78,9,528.0
12231,64,9,528.0
12232,70,1,528.0
12233,4,9,528.0
12234,89,1,528.0
12235,12,9,528.0
12236,57,9,528.0
12237,52,9,528.0
12238,65,9,528.0
12239,65,9,528.0
12240,65,1,528.0
12241,98,1,528.0
12242,34,10,528.0
12243,66,9,528.0
12244,66,1,528.0
12245,23,1,528.0
12246,68,1,528.0
12247,2,9,528.0
12248,98,1,528.0
12249,66,1,528.0
12250,50,9,527.0
12251,64,9,522.0
12252,47,9,529.0
12253,0,9,529.0
12254,40,9,529.0
12255,71,9,529.0
12256,7,9,529.0
12257,52,9,529.0
12258,14,9,529.0
12259,93,1,529.0
12260,0,9,529.0
12261,66,9,529.0
12262,72,9,529.0
12263,47,5,529.0
12264,65,1,529.0
12265,95,1,529.0
12266,25,9,529.0
12267,18,5,529.0
12268,5,5,529.0
12269,89,9,529.0
12270,98,1,529.0
12271,66,1,529.0
12272,95,9,529.0
12273,18,9,529.0
12274,62,9,529.0
12275,8,1,529.0
12276,54,9,529.0
12277,7,5,529.0
12278,38,9,529.0
12279,98,9,529.0
12280,75,9,529.0
12281,96,9,529.0
12282,18,1,529.0
12283,42,9,529.0
12284,5,9,529.0
12285,22,1,529.0
12286,5,10,527.0
12287,41,10,522.0
12288,98,1,527.0
12289,70,9,527.0
12290,71,1,529.0
12291,44,1,527.0
12292,40,1,529.0
12293,39,1,528.0
12294,31,9,529.0
12295,48,1,529.0
12296,55,1,529.0
12297,52,1,528.0
12298,35,1,529.0
12299,81,9,529.0
12300,9,9,330.0
12301,35,9,529.0
12302,60,9,529.0
12303,80,9,529.0
12304,0,9,529.0
12305,67,5,529.0
12306,17,9,529.0
12307,86,9,525.0
12308,46,10,479.0
12309,28,9,411.0
12310,25,9,526.0
12311,7,9,526.0
12312,96,9,436.0
12313,34,9,529.0
12314,7,9,516.0
12315,1,1,490.0
12316,33,1,525.0
12317,0,9,530.0
12318,72,9,530.0
12319,65,1,530.0
12320,8,1,530.0
12321,30,9,530.0
12322,89,9,530.0
12323,81,9,530.0
12324,28,5,530.0
12325,6,1,530.0
12326,82,1,530.0
12327,16,9,530.0
12328,25,9,530.0
12329,73,1,509.0
12330,71,1,530.0
12331,18,9,530.0
12332,15,9,530.0
12333,94,1,525.0
12334,31,9,510.0
12335,51,9,530.0
12336,38,5,529.0
12337,63,1,529.0
12338,1,1,529.0
12339,0,1,529.0
12340,83,10,530.0
12341,51,9,529.0
12342,75,9,529.0
12343,37,9,529.0
12344,71,5,529.0
12345,34,1,530.0
12346,19,9,530.0
12347,13,9,-565.0
12348,57,1,530.0
12349,9,9,530.0
12350,57,9,530.0
12351,59,9,530.0
12352,0,9,530.0
12353,18,9,530.0
12354,13,9,530.0
12355,5,9,530.0
12356,10,5,530.0
12357,7,9,530.0
12358,68,9,530.0
12359,97,9,530.0
12360,0,9,530.0
12361,66,9,530.0
12362,66,9,530.0
12363,72,9,530.0
12364,69,9,530.0
12365,52,9,530.0
12366,84,9,530.0
12367,99,9,530.0
12368,98,9,530.0
12369,0,9,530.0
12370,25,5,530.0
12371,23,1,530.0
12372,14,5,530.0
12373,38,5,530.0
12374,75,9,436.0
12375,59,9,530.0
12376,57,5,530.0
12377,50,1,530.0
12378,1,9,530.0
12379,91,10,514.0
12380,54,9,530.0
12381,17,9,530.0
12382,38,1,530.0
12383,28,9,530.0
12384,65,1,529.0
12385,0,9,531.0
12386,72,5,531.0
12387,28,9,531.0
12388,75,1,531.0
12389,95,1,531.0
12390,95,1,531.0
12391,66,9,531.0
12392,44,9,531.0
12393,56,5,531.0
12394,15,9,531.0
12395,78,1,531.0
12396,77,9,531.0
12397,56,5,531.0
12398,48,9,-364.0
12399,52,5,531.0
12400,72,9,531.0
12401,13,1,531.0
12402,93,9,531.0
12403,89,9,531.0
12404,22,5,531.0
12405,2,9,531.0
12406,78,1,531.0
12407,5,9,531.0
12408,31,9,527.0
12409,4,9,529.0
12410,41,9,531.0
12411,77,9,531.0
12412,2,9,529.0
12413,62,1,530.0
12414,96,9,531.0
12415,0,1,530.0
12416,17,1,531.0
12417,8,1,530.0
12418,24,1,531.0
12419,98,10,528.0
12420,44,1,529.0
12421,87,1,530.0
12422,0,1,530.0
12423,47,9,530.0
12424,75,1,530.0
12425,39,1,530.0
12426,17,1,530.0
12427,15,10,530.0
12428,82,1,530.0
12429,65,1,530.0
12430,68,10,495.0
12431,17,1,530.0
12432,28,1,520.0
12433,13,9,531.0
12434,73,9,531.0
12435,0,5,531.0
12436,89,9,531.0
12437,23,9,531.0
12438,33,5,531.0
12439,39,1,531.0
12440,17,9,531.0
12441,83,9,531.0
12442,0,9,531.0
12443,65,9,531.0
12444,97,9,531.0
12445,26,9,531.0
12446,95,9,531.0
12447,77,9,531.0
12448,0,9,531.0
12449,36,9,531.0
12450,0,9,531.0
12451,93,9,531.0
12452,15,1,531.0
12453,17,1,531.0
12454,67,1,531.0
12455,34,9,531.0
12456,69,1,531.0
12457,56,1,531.0
12458,73,9,531.0
12459,86,9,531.0
12460,7,1,531.0
12461,67,1,531.0
12462,47,9,531.0
12463,81,1,531.0
12464,77,1,531.0
12465,77,9,531.0
12466,33,9,531.0
12467,67,9,531.0
12468,60,1,531.0
12469,0,9,531.0
12470,97,9,531.0
12471,82,1,523.0
12472,14,9,531.0
12473,7,9,531.0
12474,91,9,531.0
12475,96,1,531.0
12476,25,1,532.0
12477,2,9,532.0
12478,78,9,532.0
12479,32,5,532.0
12480,75,1,532.0
12481,42,9,532.0
12482,7,9,532.0
12483,7,9,532.0
12484,97,9,532.0
12485,54,9,532.0
12486,17,9,532.0
12487,31,9,532.0
12488,80,9,532.0
12489,18,9,532.0
12490,57,9,532.0
12491,80,9,532.0
12492,17,1,532.0
12493,37,1,532.0
12494,28,1,532.0
12495,47,9,523.0
12496,75,1,532.0
12497,53,9,532.0
12498,10,5,532.0
12499,10,1,532.0
12500,66,5,532.0
12501,43,9,532.0
12502,65,5,532.0
12503,23,9,532.0
12504,42,5,532.0
12505,73,10,532.0
12506,72,1,532.0
12507,75,10,532.0
12508,46,5,532.0
12509,73,9,532.0
12510,42,1,532.0
12511,15,1,532.0
12512,93,5,530.0
12513,12,9,521.0
12514,37,1,529.0
12515,32,1,529.0
12516,57,10,428.0
12517,5,1,529.0
12518,66,1,529.0
12519,64,1,532.0
12520,18,9,528.0
12521,96,1,532.0
12522,59,9,529.0
12523,91,9,532.0
12524,91,5,532.0
12525,98,1,532.0
12526,18,9,532.0
12527,25,5,532.0
12528,68,1,532.0
12529,23,1,527.0
12530,68,1,532.0
12531,80,1,529.0
12532,43,9,532.0
12533,80,9,532.0
12534,32,10,529.0
12535,31,9,528.0
12536,67,9,532.0
12537,35,1,532.0
12538,18,1,525.0
12539,84,1,532.0
12540,48,9,532.0
12541,67,9,532.0
12542,54,9,532.0
12543,48,9,532.0
12544,54,1,531.0
12545,0,9,531.0
12546,15,1,532.0
12547,5,9,518.0
12548,91,1,532.0
12549,92,9,532.0
12550,25,1,532.0
12551,0,1,529.0
12552,12,9,531.0
12553,55,1,531.0
12554,57,9,532.0
12555,69,5,532.0
12556,84,1,532.0
12557,16,5,525.0
12558,30,10,531.0
12559,75,9,532.0
12560,86,9,533.0
12561,64,9,533.0
12562,36,9,533.0
12563,96,9,533.0
12564,18,9,533.0
12565,18,9,533.0
12566,52,9,533.0
12567,78,5,533.0
12568,78,9,533.0
12569,95,9,533.0
12570,2,9,533.0
12571,96,9,533.0
12572,40,9,533.0
12573,26,5,533.0
12574,34,1,517.0
12575,70,1,533.0
12576,35,1,533.0
12577,18,1,531.0
12578,25,1,532.0
12579,17,1,529.0
12580,47,1,532.0
12581,84,1,532.0
12582,1,9,366.0
12583,80,9,397.0
12584,14,1,513.0
12585,80,10,526.0
12586,16,9,526.0
12587,36,9,528.0
12588,57,10,528.0
12589,68,1,529.0
12590,95,1,531.0
12591,77,9,531.0
12592,18,1,531.0
12593,39,9,532.0
12594,95,9,532.0
12595,26,9,532.0
12596,0,1,532.0
12597,91,1,532.0
12598,63,1,532.0
12599,96,1,532.0
12600,2,9,532.0
12601,14,1,532.0
12602,1,1,532.0
12603,18,1,533.0
12604,39,9,533.0
12605,66,9,533.0
12606,73,5,533.0
12607,37,1,533.0
12608,7,9,533.0
12609,71,1,533.0
12610,23,9,533.0
12611,32,9,533.0
12612,60,9,533.0
12613,71,1,533.0
12614,23,9,533.0
12615,80,1,533.0
12616,89,9,533.0
12617,56,9,533.0
12618,42,1,533.0
12619,25,5,533.0
12620,70,1,533.0
12621,36,1,533.0
12622,26,9,533.0
12623,3,1,533.0
12624,34,1,533.0
12625,7,1,533.0
12626,28,10,533.0
