,0,OFFENCE,DAYS_SINCE
4442,57,9,428.0
4443,57,5,428.0
4444,18,9,428.0
4445,67,9,427.0
4446,59,1,427.0
4447,37,9,427.0
4448,54,1,427.0
4449,44,5,428.0
4450,91,9,425.0
4451,89,9,428.0
4452,48,9,428.0
4453,72,9,427.0
4454,70,1,428.0
4455,75,9,428.0
4456,65,5,428.0
4457,26,9,428.0
4458,14,9,428.0
4459,81,9,428.0
4460,18,9,428.0
4461,15,5,428.0
4462,47,1,428.0
4463,94,1,428.0
4464,54,9,428.0
4465,2,5,428.0
4466,18,9,428.0
4467,32,1,429.0
4468,97,10,423.0
4469,89,10,373.0
4470,38,9,429.0
4471,41,9,429.0
4472,68,5,429.0
4473,54,5,429.0
4474,99,9,429.0
4475,67,9,429.0
4476,69,5,429.0
4477,54,1,429.0
4478,10,1,429.0
4479,30,1,429.0
4480,84,1,429.0
4481,35,9,419.0
4482,87,1,426.0
4483,27,5,428.0
4484,83,9,428.0
4485,0,1,428.0
4486,23,9,428.0
4487,43,9,428.0
4488,2,9,428.0
4489,0,1,429.0
4490,57,9,429.0
4491,57,5,429.0
4492,17,9,429.0
4493,57,9,429.0
4494,80,5,429.0
4495,80,1,429.0
4496,92,5,429.0
4497,40,1,429.0
4498,33,9,429.0
4499,84,1,429.0
4500,90,9,429.0
4501,33,9,429.0
4502,83,9,429.0
4503,42,1,429.0
4504,15,1,429.0
4505,18,9,429.0
4506,28,9,429.0
4507,49,9,429.0
4508,18,9,429.0
4509,63,9,429.0
4510,80,9,429.0
4511,2,9,429.0
4512,94,9,429.0
4513,37,1,429.0
4514,64,9,429.0
4515,67,9,429.0
4516,16,9,429.0
4517,0,1,429.0
4518,95,5,429.0
4519,59,9,427.0
4520,28,9,427.0
4521,65,5,429.0
4522,8,5,429.0
4523,84,1,429.0
4524,18,1,429.0
4525,31,5,429.0
4526,28,5,429.0
4527,96,9,429.0
4528,78,1,429.0
4529,57,9,429.0
4530,2,9,5.0
4531,42,1,429.0
4532,42,1,429.0
4533,14,9,430.0
4534,74,1,429.0
4535,28,1,429.0
4536,38,5,430.0
4537,56,1,430.0
4538,72,10,423.0
4539,42,10,423.0
4540,50,1,414.0
4541,64,5,430.0
4542,52,9,430.0
4543,69,1,430.0
4544,92,9,430.0
4545,68,9,430.0
4546,5,9,430.0
4547,54,9,430.0
4548,65,9,430.0
4549,25,9,430.0
4550,8,1,430.0
4551,97,5,430.0
4552,12,1,430.0
4553,12,9,430.0
4554,64,10,430.0
4555,77,9,430.0
4556,97,9,430.0
4557,14,9,429.0
4558,18,1,429.0
4559,15,5,429.0
4560,77,1,429.0
4561,46,1,429.0
4562,55,1,429.0
4563,5,1,429.0
4564,11,9,429.0
4565,30,1,429.0
4566,18,5,429.0
4567,5,1,430.0
4568,82,1,429.0
4569,42,9,430.0
4570,54,5,430.0
4571,43,9,430.0
4572,15,9,430.0
4573,4,9,430.0
4574,60,9,429.0
4575,93,9,430.0
4576,1,5,430.0
4577,67,1,428.0
4578,23,9,430.0
4579,52,5,430.0
4580,48,1,430.0
4581,67,9,430.0
4582,59,5,430.0
4583,26,5,430.0
4584,69,9,430.0
4585,44,9,430.0
4586,48,1,430.0
4587,46,5,430.0
4588,9,5,430.0
4589,71,1,430.0
4590,65,1,430.0
4591,15,1,430.0
4592,94,9,430.0
4593,42,1,428.0
4594,78,5,430.0
4595,34,1,428.0
4596,57,1,430.0
4597,10,5,430.0
4598,31,1,430.0
4599,19,1,430.0
4600,33,1,430.0
4601,40,1,430.0
4602,65,1,430.0
4603,77,9,428.0
4604,14,9,428.0
4605,31,9,430.0
4606,44,9,430.0
4607,36,1,429.0
4608,1,1,430.0
4609,17,1,430.0
4610,42,5,430.0
4611,25,1,430.0
4612,25,1,430.0
4613,63,1,429.0
4614,9,1,430.0
4615,62,10,417.0
4616,65,1,431.0
4617,52,9,431.0
4618,65,9,431.0
4619,73,1,431.0
4620,80,1,431.0
4621,63,9,431.0
4622,73,5,431.0
4623,74,9,431.0
4624,5,9,431.0
4625,75,9,431.0
4626,76,1,414.0
4627,98,5,430.0
4628,23,9,431.0
4629,96,1,431.0
4630,8,9,431.0
4631,98,5,431.0
4632,17,9,431.0
4633,26,9,431.0
4634,14,9,1.0
4635,1,1,431.0
4636,23,1,431.0
4637,87,9,431.0
4638,9,5,430.0
4639,64,9,430.0
4640,25,9,430.0
4641,65,1,430.0
4642,0,9,431.0
4643,0,1,430.0
4644,23,5,430.0
4645,1,9,431.0
4646,14,9,431.0
4647,5,9,366.0
4648,35,9,397.0
4649,12,9,428.0
4650,2,1,430.0
4651,4,1,431.0
4652,56,1,431.0
4653,65,1,431.0
4654,51,1,431.0
4655,57,1,431.0
4656,81,1,430.0
4657,99,1,430.0
4658,0,5,431.0
4659,68,1,341.0
4660,1,9,431.0
4661,77,9,431.0
4662,57,9,431.0
4663,90,9,431.0
4664,67,1,431.0
4665,80,9,431.0
4666,6,9,431.0
4667,89,9,431.0
4668,0,1,431.0
4669,93,1,431.0
4670,17,9,431.0
4671,57,9,431.0
4672,81,9,431.0
4673,75,1,431.0
4674,78,5,431.0
4675,25,1,412.0
4676,25,9,431.0
4677,49,5,431.0
4678,49,5,431.0
4679,8,9,431.0
4680,65,1,431.0
4681,98,1,431.0
4682,94,1,431.0
4683,98,1,431.0
4684,24,1,431.0
4685,82,1,431.0
4686,36,1,431.0
4687,44,1,431.0
4688,26,1,431.0
4689,18,9,431.0
4690,41,1,432.0
4691,37,9,432.0
4692,64,1,432.0
4693,82,1,426.0
4694,42,5,432.0
4695,64,9,432.0
4696,69,5,432.0
4697,55,9,432.0
4698,97,9,432.0
4699,63,9,432.0
4700,0,9,432.0
4701,33,1,432.0
4702,8,9,432.0
4703,17,1,432.0
4704,50,9,432.0
4705,65,9,432.0
4706,15,9,432.0
4707,10,9,432.0
4708,64,9,432.0
4709,9,9,432.0
4710,0,9,432.0
4711,66,5,432.0
4712,44,1,432.0
4713,57,5,432.0
4714,57,5,432.0
4715,36,5,432.0
4716,11,9,432.0
4717,66,1,432.0
4718,60,1,411.0
4719,68,9,432.0
4720,51,9,432.0
4721,97,9,432.0
4722,0,9,432.0
4723,57,9,432.0
4724,8,9,432.0
4725,0,9,432.0
4726,23,9,432.0
4727,7,5,432.0
4728,67,5,432.0
4729,31,9,432.0
4730,2,1,432.0
4731,46,1,431.0
4732,52,1,431.0
4733,35,1,432.0
4734,2,1,432.0
4735,69,1,431.0
4736,15,1,432.0
4737,84,1,431.0
4738,89,1,431.0
4739,36,1,431.0
4740,42,9,432.0
4741,83,1,432.0
4742,97,9,425.0
4743,65,9,430.0
4744,54,9,432.0
4745,68,9,432.0
4746,98,1,431.0
4747,18,9,432.0
4748,24,1,431.0
4749,78,1,432.0
4750,60,1,431.0
4751,70,1,431.0
4752,18,9,431.0
4753,14,5,432.0
4754,28,9,432.0
4755,4,9,432.0
4756,12,1,432.0
4757,93,9,432.0
4758,27,5,432.0
4759,23,9,433.0
4760,17,9,433.0
4761,99,9,433.0
4762,8,9,433.0
4763,60,9,433.0
4764,60,9,433.0
4765,57,9,433.0
4766,67,1,433.0
4767,69,9,433.0
4768,66,9,433.0
4769,15,9,428.0
4770,22,1,433.0
4771,70,1,433.0
4772,9,9,433.0
4773,60,1,433.0
4774,81,9,433.0
4775,94,5,433.0
4776,0,9,433.0
4777,71,9,433.0
4778,4,9,433.0
4779,77,9,433.0
4780,80,1,433.0
4781,54,5,433.0
4782,19,5,433.0
4783,17,5,433.0
4784,2,9,433.0
4785,96,1,433.0
4786,3,9,433.0
4787,72,9,433.0
4788,8,9,433.0
4789,13,9,433.0
4790,96,1,433.0
4791,84,9,433.0
4792,43,9,433.0
4793,14,5,433.0
4794,5,9,433.0
4795,41,9,433.0
4796,26,5,433.0
4797,96,1,433.0
4798,22,1,433.0
4799,98,9,433.0
4800,0,9,433.0
4801,27,9,433.0
4802,91,9,433.0
4803,12,9,433.0
4804,67,9,432.0
4805,47,9,395.0
4806,90,1,433.0
4807,89,1,419.0
4808,77,1,432.0
4809,64,1,433.0
4810,5,1,431.0
4811,0,9,433.0
4812,78,9,433.0
4813,52,1,433.0
4814,43,1,432.0
4815,17,9,433.0
4816,50,10,423.0
4817,0,9,423.0
4818,31,1,432.0
4819,11,1,426.0
4820,65,9,431.0
4821,66,1,431.0
4822,49,1,432.0
4823,14,9,433.0
4824,27,9,434.0
4825,30,1,434.0
4826,15,9,434.0
4827,10,1,434.0
4828,72,5,434.0
4829,42,5,434.0
4830,98,9,434.0
4831,14,9,434.0
4832,6,9,434.0
4833,97,9,434.0
4834,10,1,434.0
4835,4,9,434.0
4836,94,9,434.0
4837,57,9,434.0
4838,24,5,434.0
4839,48,1,434.0
4840,36,1,434.0
4841,57,9,434.0
4842,54,5,434.0
4843,57,9,434.0
4844,2,9,434.0
4845,5,9,434.0
4846,84,5,434.0
4847,5,1,434.0
4848,24,1,434.0
4849,24,1,433.0
4850,35,1,434.0
4851,46,9,434.0
4852,1,9,434.0
4853,25,9,215.0
4854,62,1,433.0
4855,46,1,409.0
4856,35,9,434.0
4857,22,1,433.0
4858,92,9,434.0
4859,7,1,434.0
4860,22,1,433.0
4861,97,1,433.0
4862,87,1,434.0
4863,87,1,434.0
4864,2,9,434.0
4865,22,1,433.0
4866,86,1,432.0
4867,17,1,432.0
4868,99,1,434.0
4869,97,1,434.0
4870,5,1,434.0
4871,24,1,434.0
4872,31,9,434.0
4873,60,1,431.0
4874,30,10,431.0
4875,65,9,434.0
4876,55,9,434.0
4877,53,9,434.0
4878,25,9,257.0
4879,87,9,434.0
4880,86,1,434.0
4881,41,1,431.0
4882,71,9,432.0
4883,30,10,432.0
4884,6,1,432.0
4885,40,9,434.0
4886,68,9,434.0
4887,83,9,434.0
4888,44,9,434.0
4889,15,9,423.0
4890,97,9,434.0
4891,41,1,433.0
4892,41,1,433.0
4893,22,1,433.0
4894,91,9,433.0
4895,98,1,433.0
4896,15,9,433.0
4897,41,1,433.0
4898,50,1,433.0
4899,0,1,433.0
4900,25,9,433.0
4901,53,9,434.0
4902,66,9,434.0
4903,17,1,434.0
4904,78,1,434.0
4905,41,1,434.0
4906,4,1,434.0
4907,17,9,434.0
4908,80,9,434.0
4909,0,10,426.0
4910,57,10,432.0
4911,0,9,435.0
4912,47,9,435.0
4913,87,9,435.0
4914,57,9,435.0
4915,31,9,435.0
4916,57,5,435.0
4917,11,1,435.0
4918,15,1,434.0
4919,13,1,435.0
4920,25,1,435.0
4921,55,9,274.0
4922,84,9,435.0
4923,65,9,435.0
4924,17,5,435.0
4925,5,5,434.0
4926,6,9,305.0
4927,70,9,426.0
4928,19,9,152.0
4929,36,9,435.0
4930,91,1,435.0
4931,72,9,434.0
4932,23,5,435.0
4933,1,9,435.0
4934,44,9,435.0
4935,59,1,435.0
4936,25,9,435.0
4937,92,9,435.0
4938,18,9,435.0
4939,65,5,435.0
4940,65,9,435.0
4941,9,9,435.0
4942,6,9,434.0
4943,19,9,434.0
4944,41,1,432.0
4945,8,10,379.0
4946,59,1,434.0
4947,91,1,434.0
4948,53,1,434.0
4949,50,1,433.0
4950,98,1,435.0
4951,98,1,435.0
4952,19,9,427.0
4953,9,1,435.0
4954,16,9,434.0
4955,43,1,420.0
4956,66,9,434.0
4957,25,9,435.0
4958,53,9,435.0
4959,5,5,435.0
4960,55,5,435.0
4961,44,9,430.0
4962,72,9,435.0
4963,44,9,435.0
4964,86,9,435.0
4965,5,1,435.0
4966,91,9,435.0
4967,43,9,435.0
4968,18,1,435.0
4969,82,1,423.0
4970,8,5,435.0
4971,86,9,435.0
4972,98,1,435.0
4973,80,9,435.0
4974,1,1,432.0
4975,40,9,433.0
4976,18,9,433.0
4977,50,1,433.0
4978,19,9,433.0
4979,9,1,435.0
4980,8,1,435.0
4981,62,1,436.0
4982,6,1,435.0
4983,98,1,436.0
4984,63,9,435.0
4985,59,9,435.0
4986,5,1,435.0
4987,96,1,435.0
4988,99,1,436.0
4989,41,1,436.0
4990,26,1,436.0
4991,18,1,436.0
4992,11,1,436.0
4993,57,1,436.0
4994,57,9,436.0
4995,97,5,436.0
4996,66,9,436.0
4997,37,9,436.0
4998,72,9,436.0
4999,86,9,436.0
5000,69,5,436.0
5001,17,5,436.0
5002,37,5,436.0
5003,23,5,436.0
5004,82,5,436.0
5005,97,1,435.0
5006,3,9,436.0
5007,75,1,435.0
5008,81,1,436.0
5009,56,1,435.0
5010,37,1,435.0
5011,15,9,436.0
5012,26,5,436.0
5013,23,1,431.0
5014,8,1,436.0
5015,65,5,435.0
5016,35,9,436.0
5017,8,9,436.0
5018,54,5,436.0
5019,71,9,436.0
5020,57,9,436.0
5021,19,9,436.0
5022,96,1,436.0
5023,84,9,436.0
5024,96,1,436.0
5025,40,1,436.0
5026,18,9,430.0
5027,18,5,430.0
5028,80,1,436.0
5029,1,1,436.0
5030,0,9,436.0
5031,18,1,436.0
5032,96,1,436.0
5033,80,9,436.0
5034,6,9,429.0
5035,96,1,436.0
5036,95,9,436.0
5037,92,1,436.0
5038,38,9,436.0
5039,65,9,435.0
5040,70,1,413.0
5041,60,10,406.0
5042,14,9,373.0
5043,14,9,369.0
5044,53,1,436.0
5045,48,9,426.0
5046,10,10,426.0
5047,17,9,436.0
5048,12,9,436.0
5049,5,9,436.0
5050,18,1,436.0
5051,27,9,436.0
5052,83,9,436.0
5053,44,1,436.0
5054,77,5,437.0
5055,31,9,437.0
5056,91,9,427.0
5057,40,1,436.0
5058,57,10,435.0
5059,14,9,437.0
5060,13,1,424.0
5061,17,9,437.0
5062,62,1,429.0
5063,77,9,437.0
5064,65,1,436.0
5065,57,9,437.0
5066,92,1,437.0
5067,24,9,436.0
5068,30,9,437.0
5069,65,1,396.0
5070,71,9,437.0
5071,13,5,437.0
5072,27,5,437.0
5073,26,9,437.0
5074,8,9,437.0
5075,89,9,437.0
5076,65,9,437.0
5077,26,9,437.0
5078,8,9,437.0
5079,18,9,437.0
5080,95,1,437.0
5081,82,1,437.0
5082,77,1,432.0
5083,97,1,437.0
5084,80,1,437.0
5085,13,1,437.0
5086,78,5,437.0
5087,37,9,437.0
5088,70,1,436.0
5089,87,1,437.0
5090,44,1,437.0
5091,0,9,437.0
5092,67,9,426.0
5093,23,9,437.0
5094,7,9,437.0
5095,87,1,437.0
5096,59,1,430.0
5097,5,9,437.0
5098,47,9,437.0
5099,33,1,434.0
5100,70,1,436.0
5101,77,9,437.0
5102,80,10,434.0
5103,77,10,437.0
5104,48,5,437.0
5105,44,9,437.0
5106,86,9,437.0
5107,2,9,437.0
5108,14,9,437.0
5109,25,9,437.0
5110,62,9,437.0
5111,82,1,437.0
5112,33,1,435.0
5113,35,1,433.0
5114,39,9,438.0
5115,66,5,438.0
5116,0,9,438.0
5117,47,9,438.0
5118,36,1,438.0
5119,37,10,438.0
5120,57,9,438.0
5121,36,9,438.0
5122,86,5,438.0
5123,0,1,438.0
5124,8,1,438.0
5125,84,9,438.0
5126,84,1,438.0
5127,57,9,438.0
5128,48,9,437.0
5129,18,9,305.0
5130,14,5,438.0
5131,8,1,438.0
5132,49,5,438.0
5133,68,1,437.0
5134,89,1,437.0
5135,67,10,73.0
5136,81,1,437.0
5137,68,9,438.0
5138,83,1,437.0
5139,1,1,438.0
5140,68,9,438.0
5141,18,9,397.0
5142,0,5,436.0
5143,34,1,436.0
5144,1,9,438.0
5145,69,9,366.0
5146,87,1,438.0
5147,52,9,438.0
5148,9,1,438.0
5149,64,1,438.0
5150,14,9,438.0
5151,41,10,438.0
5152,81,9,438.0
5153,97,9,438.0
5154,31,9,438.0
5155,2,5,438.0
5156,65,1,438.0
5157,57,9,438.0
5158,34,1,438.0
5159,34,1,438.0
5160,46,9,438.0
5161,22,9,438.0
5162,66,5,438.0
5163,7,9,438.0
5164,54,9,438.0
5165,14,9,438.0
5166,40,9,438.0
5167,10,9,438.0
5168,57,9,438.0
5169,49,1,438.0
5170,17,9,437.0
5171,74,1,438.0
5172,68,1,438.0
5173,68,9,438.0
5174,0,1,437.0
5175,4,1,438.0
5176,83,9,438.0
5177,0,9,438.0
5178,81,1,438.0
5179,0,9,439.0
5180,11,1,439.0
5181,25,9,439.0
5182,30,9,439.0
5183,52,9,439.0
5184,94,1,439.0
5185,93,9,439.0
5186,9,5,439.0
5187,9,1,439.0
5188,65,1,439.0
5189,7,9,439.0
5190,72,5,439.0
5191,82,10,439.0
5192,54,9,439.0
5193,98,9,439.0
5194,70,9,439.0
5195,31,9,439.0
5196,93,9,439.0
5197,92,9,439.0
5198,70,9,439.0
5199,89,1,438.0
5200,54,9,439.0
5201,70,9,439.0
5202,50,9,439.0
5203,0,9,439.0
5204,0,9,439.0
5205,7,1,439.0
5206,50,1,431.0
5207,59,9,439.0
5208,78,1,439.0
5209,91,1,438.0
5210,67,9,419.0
5211,25,9,439.0
5212,8,9,439.0
5213,2,9,439.0
5214,66,5,439.0
5215,80,9,439.0
5216,11,9,439.0
5217,91,1,439.0
5218,95,9,439.0
5219,2,9,439.0
5220,66,9,439.0
5221,57,5,439.0
5222,69,1,439.0
5223,53,9,439.0
5224,39,9,439.0
5225,0,9,439.0
5226,34,9,439.0
5227,95,9,439.0
5228,31,9,438.0
5229,98,1,438.0
5230,38,1,438.0
5231,7,9,439.0
5232,83,1,435.0
5233,7,9,439.0
5234,27,1,439.0
5235,56,1,438.0
5236,53,1,439.0
5237,42,1,438.0
5238,35,9,439.0
5239,57,10,431.0
5240,63,1,439.0
5241,0,9,439.0
5242,49,1,439.0
5243,94,1,439.0
5244,49,1,439.0
5245,36,1,438.0
5246,24,1,439.0
5247,64,1,439.0
5248,19,9,440.0
5249,16,9,440.0
5250,69,5,440.0
5251,32,9,440.0
5252,11,5,440.0
5253,7,9,440.0
5254,65,9,440.0
5255,12,10,440.0
5256,94,5,440.0
5257,5,5,440.0
5258,60,1,440.0
5259,22,1,440.0
5260,66,1,440.0
5261,84,9,404.0
5262,3,1,434.0
5263,65,9,-851.0
5264,59,10,324.0
5265,68,9,440.0
5266,5,9,440.0
5267,66,9,440.0
5268,59,5,440.0
5269,94,9,440.0
5270,3,9,440.0
5271,52,1,432.0
5272,30,1,440.0
5273,27,1,440.0
5274,46,9,440.0
5275,7,9,440.0
5276,71,5,440.0
5277,81,1,440.0
5278,62,1,431.0
5279,31,1,440.0
5280,87,1,439.0
5281,27,5,440.0
5282,36,9,439.0
5283,5,9,439.0
5284,91,1,440.0
5285,85,1,430.0
5286,87,1,436.0
5287,57,1,438.0
5288,64,9,438.0
5289,95,1,438.0
5290,54,1,438.0
5291,56,1,439.0
5292,78,1,439.0
5293,60,1,439.0
5294,4,1,439.0
5295,97,5,439.0
5296,60,1,439.0
5297,95,9,440.0
5298,15,9,440.0
5299,42,9,440.0
5300,0,9,440.0
5301,8,9,440.0
5302,1,9,440.0
5303,39,9,440.0
5304,0,9,440.0
5305,0,9,440.0
5306,52,9,440.0
5307,59,9,440.0
5308,16,9,440.0
5309,10,1,440.0
5310,71,1,440.0
5311,68,5,440.0
5312,26,9,440.0
5313,14,1,440.0
5314,33,1,439.0
5315,22,1,440.0
5316,71,1,441.0
5317,46,1,439.0
5318,70,9,441.0
5319,57,9,441.0
5320,78,5,441.0
5321,48,9,441.0
5322,80,10,60.0
5323,65,9,441.0
5324,39,1,440.0
5325,39,1,441.0
5326,70,1,439.0
5327,82,5,439.0
5328,68,9,441.0
5329,56,1,440.0
5330,86,1,440.0
5331,94,5,441.0
5332,1,1,441.0
5333,91,5,441.0
5334,33,9,441.0
5335,51,9,441.0
5336,92,9,441.0
5337,39,9,413.0
5338,52,1,439.0
5339,89,9,441.0
5340,66,5,438.0
5341,57,1,441.0
5342,57,10,441.0
5343,19,9,441.0
5344,33,9,441.0
5345,96,9,441.0
5346,10,10,438.0
5347,80,5,441.0
5348,37,5,441.0
5349,89,9,441.0
5350,68,1,438.0
5351,36,5,441.0
5352,57,9,441.0
5353,8,9,440.0
5354,24,1,438.0
5355,33,5,441.0
5356,57,5,441.0
5357,7,9,441.0
5358,25,1,441.0
5359,16,9,441.0
5360,33,9,441.0
5361,59,9,441.0
5362,8,5,441.0
5363,80,9,441.0
5364,86,9,441.0
5365,10,9,441.0
5366,72,9,441.0
5367,30,1,441.0
5368,47,9,441.0
5369,55,9,441.0
5370,15,9,441.0
5371,37,9,441.0
5372,6,9,441.0
5373,73,1,441.0
5374,43,5,441.0
5375,61,5,441.0
5376,76,9,440.0
5377,26,1,440.0
5378,60,1,440.0
5379,26,1,440.0
5380,0,1,438.0
5381,57,9,391.0
5382,57,9,442.0
5383,2,9,182.0
5384,0,9,442.0
5385,86,9,442.0
5386,2,1,442.0
5387,63,1,385.0
5388,43,1,399.0
5389,5,1,441.0
5390,81,1,442.0
5391,7,10,349.0
5392,94,1,441.0
5393,12,9,442.0
5394,43,9,442.0
5395,18,9,442.0
5396,17,9,442.0
5397,72,1,441.0
5398,22,1,441.0
5399,99,1,441.0
5400,70,9,442.0
5401,93,10,-4418.0
5402,98,5,442.0
5403,31,5,442.0
5404,84,9,441.0
5405,57,9,441.0
5406,14,9,441.0
5407,23,9,442.0
5408,70,1,440.0
5409,8,9,431.0
5410,89,1,439.0
5411,43,5,441.0
5412,98,1,442.0
5413,0,1,441.0
5414,55,1,442.0
5415,22,10,442.0
5416,15,5,442.0
5417,73,1,442.0
5418,73,1,442.0
5419,36,1,442.0
5420,4,9,442.0
5421,64,9,434.0
5422,86,9,442.0
5423,54,9,442.0
5424,54,9,442.0
5425,92,9,442.0
5426,93,5,442.0
5427,98,9,442.0
5428,7,9,442.0
5429,16,9,429.0
5430,64,5,442.0
5431,49,1,442.0
5432,67,9,442.0
5433,64,1,442.0
5434,54,9,442.0
5435,7,9,442.0
5436,86,1,442.0
5437,68,9,442.0
5438,5,9,442.0
5439,8,9,442.0
5440,25,9,442.0
5441,77,1,442.0
5442,12,1,442.0
5443,55,1,442.0
5444,40,9,442.0
5445,95,9,442.0
5446,44,5,442.0
5447,3,9,442.0
5448,43,1,442.0
5449,59,9,442.0
5450,55,1,441.0
5451,49,1,442.0
5452,34,5,442.0
5453,73,9,442.0
5454,18,9,442.0
5455,31,9,442.0
5456,97,1,442.0
5457,77,5,442.0
5458,43,9,417.0
5459,17,9,442.0
5460,4,5,442.0
5461,54,9,442.0
5462,15,1,441.0
5463,3,1,442.0
5464,8,1,442.0
5465,38,1,442.0
5466,10,1,443.0
5467,71,1,442.0
5468,0,10,441.0
5469,85,9,432.0
5470,82,1,442.0
5471,46,1,442.0
5472,55,1,442.0
5473,69,9,441.0
5474,71,9,441.0
5475,38,9,432.0
5476,66,9,437.0
5477,90,9,442.0
5478,47,9,403.0
5479,6,9,439.0
5480,72,9,443.0
5481,52,9,441.0
5482,16,9,440.0
5483,97,5,443.0
5484,75,1,443.0
5485,39,1,441.0
5486,72,1,442.0
5487,2,9,442.0
5488,7,1,443.0
5489,53,5,443.0
5490,65,5,443.0
5491,31,9,443.0
5492,1,9,443.0
5493,60,9,443.0
5494,1,5,443.0
5495,27,9,443.0
5496,98,9,443.0
5497,0,1,443.0
5498,0,1,443.0
5499,15,1,443.0
5500,18,5,443.0
5501,73,1,426.0
5502,8,1,442.0
5503,26,1,442.0
5504,53,9,443.0
5505,56,1,442.0
5506,54,5,442.0
5507,83,1,443.0
5508,15,1,442.0
5509,60,1,442.0
5510,27,1,442.0
5511,25,1,442.0
5512,25,1,443.0
5513,27,9,443.0
5514,25,9,442.0
5515,54,5,442.0
5516,35,9,443.0
5517,9,1,443.0
5518,40,9,442.0
5519,27,9,443.0
5520,35,9,443.0
5521,65,9,443.0
5522,35,1,443.0
5523,57,5,443.0
5524,44,9,443.0
5525,5,9,443.0
5526,2,9,443.0
5527,92,1,442.0
5528,19,1,443.0
5529,7,5,443.0
5530,77,5,443.0
5531,71,9,431.0
5532,2,1,443.0
5533,18,1,442.0
5534,60,9,427.0
5535,67,9,442.0
5536,97,9,443.0
5537,15,9,431.0
5538,14,9,444.0
5539,18,1,444.0
5540,10,9,437.0
5541,1,9,444.0
5542,65,9,444.0
5543,18,9,444.0
5544,57,9,444.0
5545,65,1,443.0
5546,10,9,444.0
5547,6,5,444.0
5548,15,10,444.0
5549,60,9,444.0
5550,55,9,444.0
5551,91,9,444.0
5552,46,5,444.0
5553,16,9,444.0
5554,84,9,444.0
5555,7,9,426.0
5556,72,1,443.0
5557,48,1,443.0
5558,28,1,443.0
5559,15,1,443.0
5560,60,1,443.0
5561,66,9,444.0
5562,3,1,444.0
5563,57,5,444.0
5564,23,1,444.0
5565,17,9,444.0
5566,75,9,444.0
5567,13,1,444.0
5568,17,1,373.0
5569,60,1,439.0
5570,34,9,444.0
5571,19,1,444.0
5572,83,1,444.0
5573,17,9,444.0
5574,48,1,444.0
5575,56,1,444.0
5576,92,1,444.0
5577,26,5,444.0
5578,43,9,444.0
5579,35,1,444.0
5580,42,9,444.0
5581,83,1,444.0
5582,11,9,444.0
5583,42,9,444.0
5584,18,9,444.0
5585,65,9,444.0
5586,94,9,444.0
5587,30,5,444.0
5588,94,1,444.0
5589,0,1,444.0
5590,9,1,443.0
5591,60,1,444.0
5592,26,9,444.0
5593,66,9,444.0
5594,18,9,444.0
5595,65,1,444.0
5596,80,9,444.0
5597,57,9,444.0
5598,24,1,444.0
5599,64,9,444.0
5600,38,1,444.0
5601,71,9,444.0
5602,11,1,444.0
5603,18,1,443.0
5604,24,9,444.0
5605,8,1,443.0
5606,67,1,443.0
5607,10,1,443.0
5608,67,1,443.0
5609,94,10,443.0
5610,0,1,443.0
5611,67,1,443.0
5612,87,1,443.0
5613,3,1,443.0
5614,26,1,444.0
5615,18,1,380.0
5616,30,9,397.0
5617,95,9,440.0
5618,36,9,445.0
5619,11,1,444.0
5620,41,1,444.0
5621,3,1,444.0
5622,77,1,444.0
5623,17,9,444.0
5624,49,9,444.0
5625,13,9,445.0
5626,18,5,445.0
5627,57,9,445.0
5628,90,1,445.0
5629,97,1,445.0
5630,15,1,445.0
5631,18,9,445.0
5632,39,9,445.0
5633,42,1,445.0
5634,57,9,445.0
5635,52,9,445.0
5636,53,9,445.0
5637,43,9,445.0
5638,57,5,445.0
5639,54,5,445.0
5640,27,9,445.0
5641,13,9,445.0
5642,28,9,445.0
5643,56,9,445.0
5644,10,1,445.0
5645,84,1,445.0
5646,51,1,445.0
5647,72,1,445.0
5648,24,9,445.0
5649,30,9,445.0
5650,67,1,445.0
5651,98,1,445.0
5652,11,1,445.0
5653,70,1,445.0
5654,95,1,445.0
5655,72,1,445.0
5656,94,1,445.0
5657,6,1,445.0
5658,14,9,445.0
5659,10,9,445.0
5660,57,9,443.0
5661,48,1,443.0
5662,81,9,445.0
5663,35,1,445.0
5664,91,1,180.0
5665,40,1,445.0
5666,56,9,445.0
5667,3,10,-212.0
5668,81,1,444.0
5669,48,1,444.0
5670,73,1,441.0
5671,56,10,340.0
5672,91,1,445.0
5673,60,1,445.0
5674,52,1,444.0
5675,99,1,445.0
5676,46,1,56.0
5677,68,9,446.0
5678,46,9,446.0
5679,25,9,446.0
5680,71,9,446.0
5681,0,9,446.0
5682,81,1,445.0
5683,92,9,446.0
5684,65,9,446.0
5685,40,9,446.0
5686,14,5,446.0
5687,82,9,446.0
5688,31,9,446.0
5689,66,9,446.0
5690,72,9,446.0
5691,35,1,446.0
5692,52,5,446.0
5693,75,9,446.0
5694,57,9,446.0
5695,84,9,446.0
5696,53,9,446.0
5697,27,9,446.0
5698,0,9,446.0
5699,60,9,446.0
5700,34,9,446.0
5701,59,9,445.0
5702,5,10,446.0
5703,30,9,446.0
5704,54,9,446.0
5705,27,9,446.0
5706,66,9,445.0
5707,75,1,445.0
5708,89,1,446.0
5709,17,9,-189.0
5710,64,1,445.0
5711,86,9,379.0
