,Latitude,Longitude
0,43.647640815233856,-79.39632513681802
1,43.77899936967824,-79.25741066596687
2,43.75804510088025,-79.51963823473626
3,43.76226751957208,-79.36517136368958
4,43.62379906369299,-79.4915976693626
5,43.69479370035135,-79.29224395788827
6,43.67913624139747,-79.5634142216384
7,43.7669043968003,-79.18709046242377
8,43.695804682069245,-79.44791227050511
9,43.73433120854104,-79.42906883911583
10,43.736104343852865,-79.6129979860526
11,43.70713573192475,-79.3724906363376
12,43.73418029886457,-79.2857011865875
13,43.68216827944667,-79.33102827835594
14,43.73342251019271,-79.24359832221404
15,43.69774123305,-79.50782352281108
16,43.80614411843854,-79.32387611303905
17,43.641988527191984,-79.43622038353364
18,43.66559060948791,-79.37723154020334
19,43.816978087390495,-79.21577582261149
20,43.86100599737197,-78.95483940404763
21,43.72175534571824,-79.74694782779909
22,43.72916227377374,-79.40118053047416
23,43.64345036437526,-79.53081327742466
24,43.752521095494295,-79.44906456729501
25,43.7782680059541,-79.34575775097483
26,43.650538796150094,-79.47461787195017
27,43.73389348366663,-79.57973164984973
28,43.717699101413814,-79.33047485989792
29,43.58018689137423,-79.86160076232837
30,43.617469074692394,-79.55167622398693
31,43.76554266351702,-79.50500822684366
32,43.78600699383804,-79.14253435619871
33,43.76349273528588,-79.21957598059436
34,43.786557743903025,-79.28105915774809
35,43.78639541780713,-79.41589018514735
36,43.720217423618315,-79.4807543938302
37,43.66081871575755,-79.4256401052152
38,43.660871572609615,-79.35430852983693
39,43.708254696219576,-79.25170429337022
40,43.6081336373822,-79.5099159082051
41,43.77296494736449,-79.47225988170568
42,43.70235261594995,-79.55744591759677
43,43.69026701549199,-79.47837817578694
44,43.6830371584638,-79.42568987250662
45,43.9012345098721,-78.5883600882653
46,43.76328268293196,-79.28263336747366
47,43.79768015419351,-79.36489652735435
48,43.76574399134129,-79.32496659862373
49,43.81825389026628,-79.26459799232423
50,43.71141394850689,-79.42444855844118
51,43.6762641513182,-79.29584699565392
52,43.72543052793226,-79.50923165947201
53,43.73128855862151,-79.54375236295145
54,43.66244215068017,-79.44459261535157
55,43.800088072780056,-79.17360772923601
56,43.754047643344045,-79.55444263139944
57,43.65241456840094,-79.3808901806068
58,44.1055859245447,-79.4925963785885
59,43.79157489495726,-79.20083871951016
60,43.70260298532192,-79.39698868334776
61,43.5914336177012,-79.66277113046198
62,43.68656784635804,-79.58935753010219
63,43.713213270751645,-79.59455743729858
64,43.745887187693256,-79.30961330390947
65,43.65522246046414,-79.36859325674774
66,43.66455492628866,-79.40613874104908
67,43.69195698658724,-79.31116390456003
68,43.64281093690587,-79.41563301695777
69,43.74243935621851,-79.21958546129972
70,43.781624174958786,-79.4448641286817
71,43.681312929000065,-79.35147172776932
72,43.73152280475707,-79.26429784171621
73,43.664317459309494,-79.33804483127754
74,43.805331662971945,-79.22806855309533
75,43.76365584128516,-79.41002506533316
76,43.383067572702004,-79.74673970432954
77,43.71723158956396,-79.30132154627093
78,43.725545891067675,-79.45096631133876
79,43.6324048689697,-80.0384712030288
80,43.672612280095464,-79.38958454962224
81,43.752211271281,-79.48969851179326
82,43.653496515860894,-79.51161392621376
83,43.78668952989351,-79.30298378521918
84,43.645440583862296,-79.57182725265939
85,43.73707561822677,-79.3456974603694
86,43.780630918225626,-79.23381397602981
87,43.77241624521976,-79.3903287837401
88,43.862689871249,-79.05414452207846
89,43.6711930416535,-79.4925988110739
90,43.676403332578246,-79.53437201301172
91,43.6726417705996,-79.46126190751086
92,43.5973541603008,-79.53251369294391
93,43.70058375127702,-79.34390445211703
94,43.75423339444084,-79.25733410811091
95,43.67038958256866,-79.31954961439294
96,43.81406511276093,-79.29316749801713
97,43.7490185644505,-79.58838166276092
98,43.70451723486207,-79.27400873650443
99,43.70495303514544,-79.52793278817495
