,0
2996,50
2997,77
2998,98
2999,0
3000,68
3001,71
3002,62
3003,95
3004,15
3005,15
3006,43
3007,23
3008,95
3009,80
3010,13
3011,84
3012,84
3013,5
3014,12
3015,8
3016,50
3017,8
3018,57
3019,68
3020,95
3021,56
3022,28
3023,80
3024,52
3025,60
3026,96
3027,96
3028,2
3029,2
3030,11
3031,78
3032,93
3033,48
3034,93
3035,75
3036,48
3037,3
3038,91
3039,5
3040,33
3041,51
3042,34
3043,25
3044,54
3045,93
3046,77
3047,66
3048,92
3049,17
3050,8
3051,54
3052,43
3053,74
3054,7
3055,38
3056,99
3057,70
3058,89
3059,82
3060,5
3061,66
3062,42
3063,33
3064,18
3065,92
3066,51
3067,77
3068,7
3069,34
3070,86
3071,23
3072,50
3073,26
3074,13
3075,80
3076,2
3077,72
3078,56
3079,5
3080,87
3081,64
3082,80
3083,98
3084,54
3085,10
3086,59
3087,0
3088,71
3089,10
3090,74
3091,33
3092,92
3093,3
3094,57
3095,72
3096,9
3097,27
3098,67
3099,75
3100,56
3101,56
3102,75
3103,89
3104,9
3105,92
3106,47
3107,27
3108,1
3109,47
3110,5
3111,46
3112,7
3113,49
3114,77
3115,77
3116,3
3117,65
3118,91
3119,54
3120,0
3121,18
3122,82
3123,5
3124,93
3125,7
3126,87
3127,44
3128,54
3129,52
3130,48
3131,28
3132,66
3133,2
3134,3
3135,90
3136,32
3137,64
3138,5
3139,52
3140,68
3141,14
3142,57
3143,91
3144,68
3145,66
3146,59
3147,0
3148,97
3149,46
3150,65
3151,87
3152,31
3153,55
3154,95
3155,2
3156,71
3157,5
3158,96
3159,31
3160,0
3161,31
3162,44
3163,2
3164,65
3165,60
3166,0
3167,98
3168,73
3169,18
3170,31
3171,80
3172,55
3173,66
3174,18
3175,68
3176,23
3177,7
3178,8
3179,2
3180,64
3181,31
3182,59
3183,72
3184,84
3185,49
3186,90
3187,60
3188,24
3189,46
3190,56
3191,17
3192,4
3193,19
3194,19
3195,68
3196,71
3197,11
3198,2
3199,60
3200,37
3201,5
3202,86
3203,22
3204,31
3205,0
3206,8
3207,7
3208,66
3209,35
3210,57
3211,12
3212,57
3213,18
3214,0
3215,38
3216,0
3217,47
3218,81
3219,4
3220,15
3221,40
3222,67
3223,92
3224,52
3225,26
3226,13
3227,96
3228,99
3229,2
3230,95
3231,14
3232,2
3233,3
3234,57
3235,96
3236,98
3237,41
3238,66
3239,18
3240,67
3241,30
3242,59
3243,71
3244,9
3245,23
3246,24
3247,65
3248,94
3249,54
3250,68
3251,67
3252,95
3253,0
3254,87
3255,95
3256,65
3257,43
3258,47
3259,34
3260,68
3261,99
3262,22
3263,73
3264,25
3265,6
3266,11
3267,73
3268,97
3269,60
3270,13
3271,71
3272,17
3273,17
3274,8
3275,23
3276,67
3277,96
3278,95
3279,4
3280,99
3281,52
3282,4
3283,57
3284,53
3285,15
3286,33
3287,22
3288,2
3289,24
3290,42
3291,57
3292,22
3293,80
3294,22
3295,50
3296,56
3297,23
3298,48
3299,87
3300,35
3301,8
3302,77
3303,80
3304,0
3305,48
3306,96
3307,0
3308,62
3309,81
3310,31
3311,53
3312,77
3313,18
3314,44
3315,19
3316,18
3317,80
3318,98
3319,2
3320,4
3321,91
3322,65
3323,18
3324,2
3325,46
3326,53
3327,32
3328,59
3329,80
3330,59
3331,11
3332,64
3333,53
3334,89
3335,59
3336,57
3337,57
3338,57
3339,53
3340,14
3341,30
3342,9
3343,18
3344,99
3345,43
3346,67
3347,63
3348,27
3349,49
3350,96
3351,23
3352,72
3353,18
3354,27
3355,25
3356,80
3357,32
3358,0
3359,87
3360,19
3361,69
3362,80
3363,64
3364,33
3365,65
3366,87
3367,91
3368,54
3369,57
3370,35
3371,50
3372,90
3373,96
3374,81
3375,35
3376,60
3377,60
3378,80
3379,17
3380,66
3381,80
3382,64
3383,64
3384,56
3385,1
3386,65
3387,7
3388,14
3389,63
3390,68
3391,84
3392,65
3393,22
3394,71
3395,47
3396,99
3397,48
3398,44
3399,67
3400,4
3401,7
3402,49
3403,80
3404,65
3405,15
3406,13
3407,10
3408,80
3409,4
3410,80
3411,65
3412,57
3413,85
3414,80
3415,81
3416,25
3417,60
3418,18
3419,15
3420,84
3421,43
3422,70
3423,57
3424,25
3425,7
3426,68
3427,70
3428,33
3429,40
3430,18
3431,43
3432,98
3433,0
3434,86
3435,32
3436,28
3437,18
3438,52
3439,13
3440,35
3441,64
3442,68
3443,66
3444,65
3445,77
3446,77
3447,60
3448,12
3449,15
3450,51
3451,35
3452,25
3453,3
3454,35
3455,65
3456,60
3457,69
3458,65
3459,33
3460,69
3461,43
3462,18
3463,34
3464,5
3465,91
3466,69
3467,57
3468,19
3469,8
3470,2
3471,78
3472,9
3473,37
3474,5
3475,70
3476,78
3477,85
3478,52
3479,78
3480,68
3481,86
3482,25
3483,78
3484,90
3485,43
3486,8
3487,33
3488,84
3489,15
3490,54
3491,27
3492,7
3493,84
3494,60
3495,70
3496,70
3497,81
3498,5
3499,18
3500,14
3501,26
3502,4
3503,84
3504,26
3505,77
3506,94
3507,80
3508,53
3509,84
3510,18
3511,39
3512,13
3513,49
3514,48
3515,75
3516,6
3517,53
3518,0
3519,49
3520,91
3521,8
3522,50
3523,2
3524,35
3525,85
3526,80
3527,37
3528,73
3529,18
3530,38
3531,18
3532,77
3533,8
3534,46
3535,62
3536,70
3537,87
3538,99
3539,53
3540,90
3541,0
3542,70
3543,27
3544,75
3545,78
3546,80
3547,60
3548,65
3549,16
3550,7
3551,94
3552,13
3553,86
3554,9
3555,43
3556,96
3557,73
3558,15
3559,96
3560,65
3561,59
3562,32
3563,66
3564,84
3565,38
3566,84
3567,9
3568,59
3569,37
3570,39
3571,11
3572,52
3573,72
3574,69
3575,78
3576,55
3577,37
3578,91
3579,18
3580,17
3581,71
3582,7
3583,0
3584,69
3585,23
3586,19
3587,17
3588,91
3589,1
3590,72
3591,17
3592,83
3593,99
3594,91
3595,99
3596,60
3597,70
3598,59
3599,97
3600,72
3601,93
3602,80
3603,23
3604,90
3605,84
3606,62
3607,15
3608,5
3609,16
3610,70
3611,51
3612,18
3613,18
3614,14
3615,7
3616,0
3617,42
3618,9
3619,16
3620,18
3621,71
3622,67
3623,93
3624,46
3625,80
3626,54
3627,77
3628,72
3629,18
3630,97
3631,5
3632,13
3633,84
3634,55
3635,18
3636,2
3637,97
3638,95
3639,49
3640,83
3641,70
3642,65
3643,15
3644,18
3645,51
3646,1
3647,0
3648,2
3649,53
3650,64
3651,73
3652,65
3653,54
3654,12
3655,0
3656,15
3657,59
3658,35
3659,27
3660,69
3661,8
3662,99
3663,82
3664,36
3665,9
3666,80
3667,56
3668,33
3669,66
3670,64
3671,65
3672,9
3673,53
3674,37
3675,77
3676,19
3677,23
3678,10
3679,36
3680,0
3681,84
3682,2
3683,57
3684,66
3685,70
3686,26
3687,71
3688,3
3689,25
3690,35
3691,84
3692,14
3693,80
3694,0
3695,0
3696,90
3697,66
3698,51
3699,66
3700,53
3701,8
3702,0
3703,13
3704,43
3705,65
3706,70
3707,33
3708,87
3709,40
3710,67
3711,91
3712,72
3713,42
3714,17
3715,16
3716,5
3717,8
3718,68
3719,5
3720,14
3721,64
3722,12
3723,73
3724,0
3725,64
3726,23
3727,0
3728,38
3729,18
3730,0
3731,87
3732,66
3733,51
3734,44
3735,93
3736,11
3737,38
3738,8
3739,51
3740,54
3741,2
3742,80
3743,54
3744,35
3745,69
3746,33
3747,80
3748,43
3749,64
3750,84
3751,77
3752,70
3753,66
3754,32
3755,87
3756,0
3757,84
3758,81
3759,54
3760,38
3761,87
3762,65
3763,0
3764,71
3765,4
3766,17
3767,15
3768,59
3769,74
3770,64
3771,73
3772,4
3773,98
3774,97
3775,48
3776,5
3777,0
3778,95
3779,7
3780,71
3781,28
3782,96
3783,37
3784,57
3785,57
3786,5
3787,17
3788,71
3789,8
3790,35
3791,15
3792,15
3793,68
3794,52
3795,65
3796,66
3797,41
3798,5
3799,81
3800,23
3801,65
3802,18
3803,97
3804,89
3805,0
3806,47
3807,52
3808,55
3809,80
3810,0
3811,30
3812,68
3813,15
3814,44
3815,15
3816,68
3817,15
3818,28
3819,0
3820,41
3821,28
3822,27
3823,87
3824,4
3825,77
3826,2
3827,6
3828,22
3829,67
3830,81
3831,65
3832,5
3833,12
3834,5
3835,22
3836,95
3837,87
3838,91
3839,6
3840,32
3841,95
3842,29
3843,57
3844,37
3845,0
3846,14
3847,52
3848,13
3849,77
3850,70
3851,57
3852,75
3853,29
3854,73
3855,47
3856,32
3857,24
3858,74
3859,0
3860,3
3861,43
3862,31
3863,80
3864,0
3865,15
3866,18
3867,39
3868,52
3869,17
3870,67
3871,68
3872,78
3873,68
3874,17
3875,60
3876,13
3877,39
3878,0
3879,40
3880,65
3881,47
3882,69
3883,52
3884,27
3885,45
3886,48
3887,7
3888,66
3889,3
3890,59
3891,47
3892,8
3893,96
3894,70
3895,71
3896,25
3897,95
3898,16
3899,81
3900,4
3901,47
3902,46
3903,32
3904,62
3905,10
3906,62
3907,68
3908,66
3909,54
3910,38
3911,74
3912,62
3913,53
3914,48
3915,67
3916,56
3917,64
3918,46
3919,30
3920,21
3921,96
3922,2
3923,80
3924,60
3925,4
3926,43
3927,36
3928,60
3929,56
3930,4
3931,52
3932,51
3933,57
3934,70
3935,0
3936,0
3937,69
3938,8
3939,85
3940,18
3941,94
3942,30
3943,19
3944,38
3945,7
3946,62
3947,57
3948,22
3949,23
3950,5
3951,25
3952,32
3953,96
3954,57
3955,18
3956,92
3957,36
3958,66
3959,59
3960,77
3961,40
3962,65
3963,6
3964,0
3965,13
3966,91
3967,60
3968,60
3969,10
3970,43
3971,71
3972,75
3973,17
3974,43
3975,59
3976,98
3977,69
3978,1
3979,1
3980,96
3981,67
3982,33
3983,43
3984,25
3985,5
3986,15
3987,9
3988,4
3989,51
3990,2
3991,55
3992,7
3993,6
3994,62
3995,94
3996,25
3997,49
3998,75
3999,68
4000,5
4001,57
4002,73
4003,78
4004,80
4005,4
4006,5
4007,26
4008,7
4009,19
4010,27
4011,57
4012,86
4013,31
4014,28
4015,48
4016,32
4017,57
4018,24
4019,2
4020,69
4021,30
4022,27
4023,27
4024,9
4025,23
4026,4
4027,25
4028,77
4029,57
4030,96
4031,54
4032,27
4033,73
4034,77
4035,50
4036,38
4037,18
4038,7
4039,74
4040,22
4041,2
4042,77
4043,85
4044,70
4045,73
4046,57
4047,36
4048,7
4049,0
4050,52
4051,46
4052,69
4053,18
4054,44
4055,15
4056,50
4057,22
4058,18
4059,48
4060,5
4061,54
4062,66
4063,37
4064,10
4065,70
4066,57
4067,52
4068,17
4069,98
4070,72
4071,12
4072,4
4073,78
4074,96
4075,0
4076,16
4077,16
4078,0
4079,65
4080,50
4081,31
4082,24
4083,99
4084,19
4085,54
4086,70
4087,10
4088,8
4089,91
4090,15
4091,46
4092,40
4093,80
4094,8
4095,32
4096,35
4097,25
4098,91
4099,50
4100,57
4101,70
4102,75
4103,13
4104,71
4105,46
4106,34
4107,36
4108,7
4109,36
4110,72
4111,24
4112,6
4113,6
4114,57
4115,0
4116,80
4117,52
4118,46
4119,80
4120,87
4121,48
4122,60
4123,86
4124,52
4125,38
4126,28
4127,18
4128,34
4129,68
4130,30
4131,72
4132,72
4133,36
4134,0
4135,60
4136,68
4137,2
4138,73
4139,24
4140,17
4141,16
4142,82
4143,68
4144,31
4145,70
4146,47
4147,68
4148,7
4149,77
4150,33
4151,2
4152,52
4153,83
4154,27
4155,54
4156,24
4157,69
4158,81
4159,30
4160,69
4161,2
4162,80
4163,80
4164,78
4165,91
4166,18
4167,5
4168,93
4169,49
4170,70
4171,71
4172,32
4173,5
4174,53
4175,40
4176,5
4177,16
4178,0
4179,52
4180,52
4181,54
4182,36
4183,26
4184,99
4185,86
4186,33
4187,65
4188,43
4189,98
4190,57
4191,56
4192,19
4193,95
4194,69
4195,9
4196,13
4197,25
4198,12
4199,4
4200,78
4201,68
4202,78
4203,35
4204,54
4205,96
4206,69
4207,39
4208,14
4209,65
4210,18
4211,95
4212,13
4213,53
4214,17
4215,78
4216,94
4217,97
4218,4
4219,10
4220,11
4221,98
4222,67
4223,5
4224,69
4225,87
4226,57
4227,89
4228,40
4229,2
4230,59
4231,74
4232,43
4233,52
4234,97
4235,74
4236,60
4237,83
4238,35
4239,97
4240,7
4241,43
4242,0
4243,17
4244,78
4245,13
4246,38
4247,13
4248,7
4249,40
4250,15
4251,48
4252,31
4253,27
4254,66
4255,65
4256,18
4257,74
4258,27
4259,0
4260,69
4261,43
4262,53
4263,89
4264,81
4265,71
4266,68
4267,75
4268,10
4269,18
4270,17
4271,85
4272,8
4273,33
4274,17
4275,53
4276,6
4277,53
4278,52
4279,39
4280,60
4281,39
4282,4
4283,57
4284,81
4285,70
4286,97
4287,39
4288,53
4289,0
4290,60
4291,87
4292,68
4293,86
4294,2
4295,0
4296,65
4297,0
4298,54
4299,5
4300,95
4301,67
4302,9
4303,2
4304,22
4305,51
4306,94
4307,23
4308,57
4309,39
4310,91
4311,65
4312,25
4313,0
4314,7
4315,67
4316,5
4317,74
4318,33
4319,1
4320,18
4321,0
4322,18
4323,65
4324,77
4325,18
4326,51
4327,0
4328,72
4329,71
4330,72
4331,77
4332,66
4333,2
4334,0
4335,38
4336,57
4337,57
4338,5
4339,7
4340,52
4341,36
4342,26
4343,71
4344,33
4345,96
4346,23
4347,13
4348,12
4349,92
4350,53
4351,2
4352,3
4353,44
4354,60
4355,40
4356,26
4357,37
4358,97
4359,51
4360,37
4361,43
4362,98
4363,18
4364,57
4365,49
4366,2
4367,0
4368,38
4369,8
4370,77
4371,31
4372,53
4373,18
4374,15
4375,24
4376,15
4377,19
4378,54
4379,0
4380,64
4381,97
4382,13
4383,74
4384,98
4385,64
4386,47
4387,98
4388,11
4389,62
4390,34
4391,48
4392,26
4393,46
4394,0
4395,8
4396,93
4397,36
4398,98
4399,83
4400,66
4401,15
4402,31
4403,69
4404,60
4405,26
4406,73
4407,39
4408,49
4409,43
4410,15
4411,43
4412,57
4413,81
4414,67
4415,54
4416,89
4417,39
4418,6
4419,93
4420,32
4421,69
4422,60
4423,16
4424,60
4425,97
4426,69
4427,18
4428,2
4429,77
4430,57
4431,52
4432,42
4433,28
4434,93
4435,28
4436,65
4437,35
4438,34
4439,52
4440,28
4441,98
4442,57
4443,57
4444,18
4445,67
4446,59
4447,37
4448,54
4449,44
4450,91
4451,89
4452,48
4453,72
4454,70
4455,75
4456,65
4457,26
4458,14
4459,81
4460,18
4461,15
4462,47
4463,94
4464,54
4465,2
4466,18
4467,32
4468,97
4469,89
4470,38
4471,41
4472,68
4473,54
4474,99
4475,67
4476,69
4477,54
4478,10
4479,30
4480,84
4481,35
4482,87
4483,27
4484,83
4485,0
4486,23
4487,43
4488,2
4489,0
4490,57
4491,57
4492,17
4493,57
4494,80
4495,80
4496,92
4497,40
4498,33
4499,84
4500,90
4501,33
4502,83
4503,42
4504,15
4505,18
4506,28
4507,49
4508,18
4509,63
4510,80
4511,2
4512,94
4513,37
4514,64
4515,67
4516,16
4517,0
4518,95
4519,59
4520,28
4521,65
4522,8
4523,84
4524,18
4525,31
4526,28
4527,96
4528,78
4529,57
4530,2
4531,42
4532,42
4533,14
4534,74
4535,28
4536,38
4537,56
4538,72
4539,42
4540,50
4541,64
4542,52
4543,69
4544,92
4545,68
4546,5
4547,54
4548,65
4549,25
4550,8
4551,97
4552,12
4553,12
4554,64
4555,77
4556,97
4557,14
4558,18
4559,15
4560,77
4561,46
4562,55
4563,5
4564,11
4565,30
4566,18
4567,5
4568,82
4569,42
4570,54
4571,43
4572,15
4573,4
4574,60
4575,93
4576,1
4577,67
4578,23
4579,52
4580,48
4581,67
4582,59
4583,26
4584,69
4585,44
4586,48
4587,46
4588,9
4589,71
4590,65
4591,15
4592,94
4593,42
4594,78
4595,34
4596,57
4597,10
4598,31
4599,19
4600,33
4601,40
4602,65
4603,77
4604,14
4605,31
4606,44
4607,36
4608,1
4609,17
4610,42
4611,25
4612,25
4613,63
4614,9
4615,62
4616,65
4617,52
4618,65
4619,73
4620,80
4621,63
4622,73
4623,74
4624,5
4625,75
4626,76
4627,98
4628,23
4629,96
4630,8
4631,98
4632,17
4633,26
4634,14
4635,1
4636,23
4637,87
4638,9
4639,64
4640,25
4641,65
4642,0
4643,0
4644,23
4645,1
4646,14
4647,5
4648,35
4649,12
4650,2
4651,4
4652,56
4653,65
4654,51
4655,57
4656,81
4657,99
4658,0
4659,68
4660,1
4661,77
4662,57
4663,90
4664,67
4665,80
4666,6
4667,89
4668,0
4669,93
4670,17
4671,57
4672,81
4673,75
4674,78
4675,25
4676,25
4677,49
4678,49
4679,8
4680,65
4681,98
4682,94
4683,98
4684,24
4685,82
4686,36
4687,44
4688,26
4689,18
4690,41
4691,37
4692,64
4693,82
4694,42
4695,64
4696,69
4697,55
4698,97
4699,63
4700,0
4701,33
4702,8
4703,17
4704,50
4705,65
4706,15
4707,10
4708,64
4709,9
4710,0
4711,66
4712,44
4713,57
4714,57
4715,36
4716,11
4717,66
4718,60
4719,68
4720,51
4721,97
4722,0
4723,57
4724,8
4725,0
4726,23
4727,7
4728,67
4729,31
4730,2
4731,46
4732,52
4733,35
4734,2
4735,69
4736,15
4737,84
4738,89
4739,36
4740,42
4741,83
4742,97
4743,65
4744,54
4745,68
4746,98
4747,18
4748,24
4749,78
4750,60
4751,70
4752,18
4753,14
4754,28
4755,4
4756,12
4757,93
4758,27
4759,23
4760,17
4761,99
4762,8
4763,60
4764,60
4765,57
4766,67
4767,69
4768,66
4769,15
4770,22
4771,70
4772,9
4773,60
4774,81
4775,94
4776,0
4777,71
4778,4
4779,77
4780,80
4781,54
4782,19
4783,17
4784,2
4785,96
4786,3
4787,72
4788,8
4789,13
4790,96
4791,84
4792,43
4793,14
4794,5
4795,41
4796,26
4797,96
4798,22
4799,98
4800,0
4801,27
4802,91
4803,12
4804,67
4805,47
4806,90
4807,89
4808,77
4809,64
4810,5
4811,0
4812,78
4813,52
4814,43
4815,17
4816,50
4817,0
4818,31
4819,11
4820,65
4821,66
4822,49
4823,14
4824,27
4825,30
4826,15
4827,10
4828,72
4829,42
4830,98
4831,14
4832,6
4833,97
4834,10
4835,4
4836,94
4837,57
4838,24
4839,48
4840,36
4841,57
4842,54
4843,57
4844,2
4845,5
4846,84
4847,5
4848,24
4849,24
4850,35
4851,46
4852,1
4853,25
4854,62
4855,46
4856,35
4857,22
4858,92
4859,7
4860,22
4861,97
4862,87
4863,87
4864,2
4865,22
4866,86
4867,17
4868,99
4869,97
4870,5
4871,24
4872,31
4873,60
4874,30
4875,65
4876,55
4877,53
4878,25
4879,87
4880,86
4881,41
4882,71
4883,30
4884,6
4885,40
4886,68
4887,83
4888,44
4889,15
4890,97
4891,41
4892,41
4893,22
4894,91
4895,98
4896,15
4897,41
4898,50
4899,0
4900,25
4901,53
4902,66
4903,17
4904,78
4905,41
4906,4
4907,17
4908,80
4909,0
4910,57
4911,0
4912,47
4913,87
4914,57
4915,31
4916,57
4917,11
4918,15
4919,13
4920,25
4921,55
4922,84
4923,65
4924,17
4925,5
4926,6
4927,70
4928,19
4929,36
4930,91
4931,72
4932,23
4933,1
4934,44
4935,59
4936,25
4937,92
4938,18
4939,65
4940,65
4941,9
4942,6
4943,19
4944,41
4945,8
4946,59
4947,91
4948,53
4949,50
4950,98
4951,98
4952,19
4953,9
4954,16
4955,43
4956,66
4957,25
4958,53
4959,5
4960,55
4961,44
4962,72
4963,44
4964,86
4965,5
4966,91
4967,43
4968,18
4969,82
4970,8
4971,86
4972,98
4973,80
4974,1
4975,40
4976,18
4977,50
4978,19
4979,9
4980,8
4981,62
4982,6
4983,98
4984,63
4985,59
4986,5
4987,96
4988,99
4989,41
4990,26
4991,18
4992,11
4993,57
4994,57
4995,97
4996,66
4997,37
4998,72
4999,86
5000,69
5001,17
5002,37
5003,23
5004,82
5005,97
5006,3
5007,75
5008,81
5009,56
5010,37
5011,15
5012,26
5013,23
5014,8
5015,65
5016,35
5017,8
5018,54
5019,71
5020,57
5021,19
5022,96
5023,84
5024,96
5025,40
5026,18
5027,18
5028,80
5029,1
5030,0
5031,18
5032,96
5033,80
5034,6
5035,96
5036,95
5037,92
5038,38
5039,65
5040,70
5041,60
5042,14
5043,14
5044,53
5045,48
5046,10
5047,17
5048,12
5049,5
5050,18
5051,27
5052,83
5053,44
5054,77
5055,31
5056,91
5057,40
5058,57
5059,14
5060,13
5061,17
5062,62
5063,77
5064,65
5065,57
5066,92
5067,24
5068,30
5069,65
5070,71
5071,13
5072,27
5073,26
5074,8
5075,89
5076,65
5077,26
5078,8
5079,18
5080,95
5081,82
5082,77
5083,97
5084,80
5085,13
5086,78
5087,37
5088,70
5089,87
5090,44
5091,0
5092,67
5093,23
5094,7
5095,87
5096,59
5097,5
5098,47
5099,33
5100,70
5101,77
5102,80
5103,77
5104,48
5105,44
5106,86
5107,2
5108,14
5109,25
5110,62
5111,82
5112,33
5113,35
5114,39
5115,66
5116,0
5117,47
5118,36
5119,37
5120,57
5121,36
5122,86
5123,0
5124,8
5125,84
5126,84
5127,57
5128,48
5129,18
5130,14
5131,8
5132,49
5133,68
5134,89
5135,67
5136,81
5137,68
5138,83
5139,1
5140,68
5141,18
5142,0
5143,34
5144,1
5145,69
5146,87
5147,52
5148,9
5149,64
5150,14
5151,41
5152,81
5153,97
5154,31
5155,2
5156,65
5157,57
5158,34
5159,34
5160,46
5161,22
5162,66
5163,7
5164,54
5165,14
5166,40
5167,10
5168,57
5169,49
5170,17
5171,74
5172,68
5173,68
5174,0
5175,4
5176,83
5177,0
5178,81
5179,0
5180,11
5181,25
5182,30
5183,52
5184,94
5185,93
5186,9
5187,9
5188,65
5189,7
5190,72
5191,82
5192,54
5193,98
5194,70
5195,31
5196,93
5197,92
5198,70
5199,89
5200,54
5201,70
5202,50
5203,0
5204,0
5205,7
5206,50
5207,59
5208,78
5209,91
5210,67
5211,25
5212,8
5213,2
5214,66
5215,80
5216,11
5217,91
5218,95
5219,2
5220,66
5221,57
5222,69
5223,53
5224,39
5225,0
5226,34
5227,95
5228,31
5229,98
5230,38
5231,7
5232,83
5233,7
5234,27
5235,56
5236,53
5237,42
5238,35
5239,57
5240,63
5241,0
5242,49
5243,94
5244,49
5245,36
5246,24
5247,64
5248,19
5249,16
5250,69
5251,32
5252,11
5253,7
5254,65
5255,12
5256,94
5257,5
5258,60
5259,22
5260,66
5261,84
5262,3
5263,65
5264,59
5265,68
5266,5
5267,66
5268,59
5269,94
5270,3
5271,52
5272,30
5273,27
5274,46
5275,7
5276,71
5277,81
5278,62
5279,31
5280,87
5281,27
5282,36
5283,5
5284,91
5285,85
5286,87
5287,57
5288,64
5289,95
5290,54
5291,56
5292,78
5293,60
5294,4
5295,97
5296,60
5297,95
5298,15
5299,42
5300,0
5301,8
5302,1
5303,39
5304,0
5305,0
5306,52
5307,59
5308,16
5309,10
5310,71
5311,68
5312,26
5313,14
5314,33
5315,22
5316,71
5317,46
5318,70
5319,57
5320,78
5321,48
5322,80
5323,65
5324,39
5325,39
5326,70
5327,82
5328,68
5329,56
5330,86
5331,94
5332,1
5333,91
5334,33
5335,51
5336,92
5337,39
5338,52
5339,89
5340,66
5341,57
5342,57
5343,19
5344,33
5345,96
5346,10
5347,80
5348,37
5349,89
5350,68
5351,36
5352,57
5353,8
5354,24
5355,33
5356,57
5357,7
5358,25
5359,16
5360,33
5361,59
5362,8
5363,80
5364,86
5365,10
5366,72
5367,30
5368,47
5369,55
5370,15
5371,37
5372,6
5373,73
5374,43
5375,61
5376,76
5377,26
5378,60
5379,26
5380,0
5381,57
5382,57
5383,2
5384,0
5385,86
5386,2
5387,63
5388,43
5389,5
5390,81
5391,7
5392,94
5393,12
5394,43
5395,18
5396,17
5397,72
5398,22
5399,99
5400,70
5401,93
5402,98
5403,31
5404,84
5405,57
5406,14
5407,23
5408,70
5409,8
5410,89
5411,43
5412,98
5413,0
5414,55
5415,22
5416,15
5417,73
5418,73
5419,36
5420,4
5421,64
5422,86
5423,54
5424,54
5425,92
5426,93
5427,98
5428,7
5429,16
5430,64
5431,49
5432,67
5433,64
5434,54
5435,7
5436,86
5437,68
5438,5
5439,8
5440,25
5441,77
5442,12
5443,55
5444,40
5445,95
5446,44
5447,3
5448,43
5449,59
5450,55
5451,49
5452,34
5453,73
5454,18
5455,31
5456,97
5457,77
5458,43
5459,17
5460,4
5461,54
5462,15
5463,3
5464,8
5465,38
5466,10
5467,71
5468,0
5469,85
5470,82
5471,46
5472,55
5473,69
5474,71
5475,38
5476,66
5477,90
5478,47
5479,6
5480,72
5481,52
5482,16
5483,97
5484,75
5485,39
5486,72
5487,2
5488,7
5489,53
5490,65
5491,31
5492,1
5493,60
5494,1
5495,27
5496,98
5497,0
5498,0
5499,15
5500,18
5501,73
5502,8
5503,26
5504,53
5505,56
5506,54
5507,83
5508,15
5509,60
5510,27
5511,25
5512,25
5513,27
5514,25
5515,54
5516,35
5517,9
5518,40
5519,27
5520,35
5521,65
5522,35
5523,57
5524,44
5525,5
5526,2
5527,92
5528,19
5529,7
5530,77
5531,71
5532,2
5533,18
5534,60
5535,67
5536,97
5537,15
5538,14
5539,18
5540,10
5541,1
5542,65
5543,18
5544,57
5545,65
5546,10
5547,6
5548,15
5549,60
5550,55
5551,91
5552,46
5553,16
5554,84
5555,7
5556,72
5557,48
5558,28
5559,15
5560,60
5561,66
5562,3
5563,57
5564,23
5565,17
5566,75
5567,13
5568,17
5569,60
5570,34
5571,19
5572,83
5573,17
5574,48
5575,56
5576,92
5577,26
5578,43
5579,35
5580,42
5581,83
5582,11
5583,42
5584,18
5585,65
5586,94
5587,30
5588,94
5589,0
5590,9
5591,60
5592,26
5593,66
5594,18
5595,65
5596,80
5597,57
5598,24
5599,64
5600,38
5601,71
5602,11
5603,18
5604,24
5605,8
5606,67
5607,10
5608,67
5609,94
5610,0
5611,67
5612,87
5613,3
5614,26
5615,18
5616,30
5617,95
5618,36
5619,11
5620,41
5621,3
5622,77
5623,17
5624,49
5625,13
5626,18
5627,57
5628,90
5629,97
5630,15
5631,18
5632,39
5633,42
5634,57
5635,52
5636,53
5637,43
5638,57
5639,54
5640,27
5641,13
5642,28
5643,56
5644,10
5645,84
5646,51
5647,72
5648,24
5649,30
5650,67
5651,98
5652,11
5653,70
5654,95
5655,72
5656,94
5657,6
5658,14
5659,10
5660,57
5661,48
5662,81
5663,35
5664,91
5665,40
5666,56
5667,3
5668,81
5669,48
5670,73
5671,56
5672,91
5673,60
5674,52
5675,99
5676,46
5677,68
5678,46
5679,25
5680,71
5681,0
5682,81
5683,92
5684,65
5685,40
5686,14
5687,82
5688,31
5689,66
5690,72
5691,35
5692,52
5693,75
5694,57
5695,84
5696,53
5697,27
5698,0
5699,60
5700,34
5701,59
5702,5
5703,30
5704,54
5705,27
5706,66
5707,75
5708,89
5709,17
5710,64
5711,86
5712,67
5713,5
5714,72
5715,96
5716,47
5717,18
5718,24
5719,43
5720,81
5721,72
5722,0
5723,97
5724,35
5725,42
5726,33
5727,64
5728,31
5729,43
5730,53
5731,87
5732,83
5733,25
5734,80
5735,15
5736,27
5737,73
5738,94
5739,69
5740,57
5741,43
5742,68
5743,69
5744,75
5745,97
5746,52
5747,91
5748,40
5749,77
5750,65
5751,16
5752,78
5753,65
5754,78
5755,78
5756,75
5757,71
5758,4
5759,0
5760,57
5761,7
5762,0
5763,23
5764,42
5765,0
5766,96
5767,99
5768,18
5769,18
5770,15
5771,18
5772,90
5773,78
5774,89
5775,34
5776,18
5777,5
5778,37
5779,2
5780,73
5781,26
5782,56
5783,63
5784,7
5785,86
5786,13
5787,31
5788,0
5789,19
5790,66
5791,17
5792,53
5793,89
5794,64
