,0
5795,97
5796,52
5797,53
5798,19
5799,26
5800,17
5801,64
5802,81
5803,25
5804,49
5805,18
5806,35
5807,4
5808,10
5809,91
5810,31
5811,18
5812,7
5813,18
5814,82
5815,54
5816,27
5817,68
5818,77
5819,54
5820,28
5821,10
5822,12
5823,25
5824,14
5825,37
5826,43
5827,13
5828,80
5829,10
5830,64
5831,97
5832,8
5833,12
5834,52
5835,3
5836,74
5837,0
5838,70
5839,63
5840,16
5841,43
5842,63
5843,10
5844,10
5845,57
5846,28
5847,90
5848,90
5849,41
5850,10
5851,63
5852,56
5853,35
5854,59
5855,60
5856,6
5857,60
5858,4
5859,4
5860,83
5861,95
5862,2
5863,84
5864,80
5865,11
5866,68
5867,26
5868,65
5869,47
5870,70
5871,33
5872,97
5873,11
5874,68
5875,68
5876,91
5877,34
5878,68
5879,78
5880,25
5881,66
5882,47
5883,25
5884,1
5885,71
5886,42
5887,67
5888,83
5889,25
5890,31
5891,57
5892,8
5893,5
5894,35
5895,68
5896,5
5897,13
5898,57
5899,56
5900,92
5901,13
5902,66
5903,2
5904,78
5905,70
5906,23
5907,98
5908,72
5909,99
5910,7
5911,2
5912,10
5913,62
5914,92
5915,2
5916,6
5917,50
5918,25
5919,42
5920,2
5921,60
5922,68
5923,7
5924,78
5925,2
5926,57
5927,7
5928,99
5929,96
5930,30
5931,92
5932,31
5933,65
5934,60
5935,35
5936,69
5937,4
5938,0
5939,87
5940,23
5941,52
5942,24
5943,81
5944,69
5945,4
5946,6
5947,46
5948,54
5949,72
5950,2
5951,87
5952,28
5953,5
5954,89
5955,43
5956,31
5957,7
5958,54
5959,18
5960,5
5961,83
5962,66
5963,2
5964,34
5965,91
5966,7
5967,55
5968,11
5969,62
5970,43
5971,16
5972,87
5973,96
5974,94
5975,90
5976,43
5977,82
5978,94
5979,52
5980,51
5981,55
5982,43
5983,37
5984,52
5985,83
5986,31
5987,51
5988,72
5989,5
5990,63
5991,72
5992,89
5993,84
5994,28
5995,3
5996,44
5997,41
5998,64
5999,64
6000,25
6001,54
6002,39
6003,83
6004,57
6005,65
6006,49
6007,77
6008,23
6009,62
6010,94
6011,11
6012,94
6013,27
6014,6
6015,43
6016,99
6017,83
6018,18
6019,17
6020,57
6021,13
6022,5
6023,68
6024,80
6025,4
6026,37
6027,89
6028,19
6029,52
6030,43
6031,89
6032,24
6033,72
6034,52
6035,53
6036,9
6037,3
6038,73
6039,78
6040,11
6041,85
6042,41
6043,27
6044,5
6045,15
6046,5
6047,42
6048,10
6049,99
6050,46
6051,63
6052,69
6053,52
6054,37
6055,18
6056,68
6057,77
6058,57
6059,18
6060,72
6061,42
6062,0
6063,81
6064,95
6065,57
6066,16
6067,17
6068,37
6069,16
6070,87
6071,44
6072,87
6073,44
6074,57
6075,0
6076,80
6077,57
6078,87
6079,73
6080,27
6081,69
6082,0
6083,5
6084,65
6085,18
6086,60
6087,97
6088,9
6089,18
6090,18
6091,94
6092,37
6093,92
6094,41
6095,78
6096,28
6097,62
6098,74
6099,54
6100,77
6101,42
6102,7
6103,57
6104,83
6105,47
6106,5
6107,3
6108,18
6109,15
6110,42
6111,0
6112,14
6113,69
6114,28
6115,66
6116,67
6117,93
6118,15
6119,77
6120,34
6121,77
6122,37
6123,72
6124,6
6125,7
6126,89
6127,54
6128,89
6129,17
6130,49
6131,57
6132,49
6133,57
6134,74
6135,86
6136,66
6137,5
6138,18
6139,69
6140,9
6141,83
6142,81
6143,80
6144,54
6145,57
6146,65
6147,94
6148,56
6149,4
6150,84
6151,56
6152,18
6153,57
6154,73
6155,57
6156,94
6157,94
6158,57
6159,56
6160,26
6161,57
6162,56
6163,56
6164,56
6165,37
6166,65
6167,16
6168,21
6169,21
6170,89
6171,97
6172,63
6173,56
6174,26
6175,28
6176,42
6177,46
6178,42
6179,84
6180,11
6181,59
6182,18
6183,40
6184,35
6185,57
6186,23
6187,65
6188,80
6189,35
6190,0
6191,71
6192,18
6193,64
6194,23
6195,96
6196,4
6197,91
6198,93
6199,64
6200,23
6201,51
6202,80
6203,98
6204,95
6205,68
6206,17
6207,59
6208,65
6209,62
6210,14
6211,96
6212,18
6213,69
6214,0
6215,80
6216,32
6217,0
6218,39
6219,10
6220,4
6221,16
6222,4
6223,24
6224,4
6225,2
6226,31
6227,3
6228,0
6229,78
6230,25
6231,2
6232,81
6233,54
6234,15
6235,60
6236,69
6237,91
6238,40
6239,2
6240,57
6241,7
6242,77
6243,39
6244,0
6245,43
6246,54
6247,89
6248,65
6249,7
6250,24
6251,34
6252,90
6253,25
6254,57
6255,28
6256,69
6257,57
6258,10
6259,28
6260,36
6261,54
6262,42
6263,95
6264,96
6265,23
6266,65
6267,43
6268,8
6269,2
6270,34
6271,14
6272,14
6273,86
6274,75
6275,78
6276,56
6277,63
6278,39
6279,7
6280,82
6281,24
6282,33
6283,77
6284,60
6285,60
6286,0
6287,57
6288,18
6289,84
6290,46
6291,15
6292,54
6293,59
6294,18
6295,4
6296,31
6297,97
6298,51
6299,50
6300,54
6301,4
6302,18
6303,57
6304,57
6305,7
6306,33
6307,33
6308,47
6309,34
6310,96
6311,71
6312,9
6313,65
6314,39
6315,4
6316,60
6317,52
6318,57
6319,80
6320,17
6321,33
6322,19
6323,0
6324,65
6325,7
6326,18
6327,0
6328,65
6329,32
6330,7
6331,72
6332,54
6333,49
6334,70
6335,84
6336,23
6337,17
6338,16
6339,8
6340,37
6341,91
6342,54
6343,40
6344,97
6345,25
6346,2
6347,31
6348,83
6349,84
6350,35
6351,6
6352,40
6353,69
6354,1
6355,60
6356,23
6357,49
6358,87
6359,65
6360,98
6361,67
6362,16
6363,13
6364,16
6365,5
6366,7
6367,38
6368,0
6369,60
6370,46
6371,46
6372,69
6373,67
6374,43
6375,43
6376,35
6377,18
6378,37
6379,65
6380,27
6381,75
6382,5
6383,17
6384,60
6385,47
6386,16
6387,16
6388,78
6389,53
6390,96
6391,81
6392,73
6393,60
6394,8
6395,51
6396,27
6397,65
6398,25
6399,91
6400,46
6401,6
6402,10
6403,15
6404,42
6405,81
6406,65
6407,0
6408,39
6409,91
6410,47
6411,98
6412,57
6413,64
6414,47
6415,54
6416,96
6417,41
6418,15
6419,97
6420,18
6421,22
6422,37
6423,73
6424,63
6425,47
6426,1
6427,1
6428,97
6429,55
6430,10
6431,98
6432,96
6433,21
6434,91
6435,61
6436,94
6437,25
6438,8
6439,7
6440,67
6441,10
6442,19
6443,43
6444,59
6445,57
6446,91
6447,80
6448,51
6449,1
6450,52
6451,0
6452,35
6453,16
6454,3
6455,27
6456,33
6457,70
6458,17
6459,96
6460,8
6461,26
6462,64
6463,47
6464,83
6465,32
6466,51
6467,71
6468,52
6469,22
6470,0
6471,51
6472,25
6473,39
6474,47
6475,57
6476,55
6477,41
6478,4
6479,65
6480,18
6481,56
6482,24
6483,15
6484,15
6485,37
6486,15
6487,70
6488,70
6489,96
6490,48
6491,22
6492,53
6493,28
6494,90
6495,30
6496,56
6497,31
6498,24
6499,51
6500,55
6501,55
6502,11
6503,91
6504,69
6505,10
6506,33
6507,27
6508,7
6509,43
6510,38
6511,13
6512,14
6513,30
6514,44
6515,7
6516,40
6517,7
6518,40
6519,57
6520,75
6521,57
6522,43
6523,65
6524,57
6525,65
6526,14
6527,57
6528,16
6529,98
6530,42
6531,37
6532,70
6533,65
6534,69
6535,72
6536,60
6537,54
6538,52
6539,4
6540,46
6541,13
6542,66
6543,31
6544,77
6545,25
6546,54
6547,95
6548,82
6549,28
6550,3
6551,55
6552,7
6553,11
6554,15
6555,31
6556,64
6557,38
6558,0
6559,43
6560,66
6561,52
6562,39
6563,99
6564,67
6565,15
6566,39
6567,12
6568,52
6569,30
6570,1
6571,70
6572,72
6573,96
6574,14
6575,94
6576,78
6577,91
6578,40
6579,54
6580,80
6581,75
6582,2
6583,69
6584,91
6585,60
6586,78
6587,32
6588,27
6589,91
6590,8
6591,10
6592,16
6593,80
6594,96
6595,0
6596,0
6597,28
6598,33
6599,31
6600,59
6601,83
6602,67
6603,34
6604,46
6605,80
6606,93
6607,93
6608,54
6609,62
6610,8
6611,99
6612,81
6613,11
6614,44
6615,57
6616,80
6617,28
6618,10
6619,56
6620,56
6621,54
6622,53
6623,99
6624,65
6625,63
6626,42
6627,54
6628,56
6629,10
6630,18
6631,57
6632,89
6633,11
6634,99
6635,97
6636,60
6637,52
6638,39
6639,47
6640,7
6641,22
6642,60
6643,2
6644,72
6645,50
6646,14
6647,11
6648,70
6649,78
6650,50
6651,36
6652,14
6653,66
6654,22
6655,68
6656,0
6657,28
6658,54
6659,19
6660,22
6661,84
6662,67
6663,77
6664,77
6665,17
6666,78
6667,73
6668,15
6669,8
6670,52
6671,56
6672,63
6673,57
6674,0
6675,2
6676,69
6677,91
6678,84
6679,43
6680,14
6681,95
6682,11
6683,17
6684,34
6685,40
6686,57
6687,98
6688,57
6689,42
6690,55
6691,64
6692,70
6693,13
6694,8
6695,2
6696,67
6697,80
6698,14
6699,69
6700,78
6701,64
6702,83
6703,80
6704,65
6705,95
6706,92
6707,51
6708,60
6709,71
6710,68
6711,16
6712,74
6713,73
6714,78
6715,15
6716,9
6717,83
6718,98
6719,43
6720,71
6721,99
6722,99
6723,11
6724,5
6725,97
6726,41
6727,36
6728,10
6729,66
6730,39
6731,97
6732,87
6733,80
6734,84
6735,97
6736,0
6737,92
6738,10
6739,0
6740,38
6741,0
6742,52
6743,98
6744,37
6745,57
6746,15
6747,57
6748,57
6749,25
6750,0
6751,97
6752,34
6753,57
6754,37
6755,90
6756,0
6757,16
6758,0
6759,57
6760,15
6761,47
6762,66
6763,66
6764,34
6765,23
6766,2
6767,68
6768,22
6769,80
6770,37
6771,13
6772,71
6773,69
6774,75
6775,5
6776,80
6777,59
6778,18
6779,13
6780,43
6781,42
6782,25
6783,14
6784,23
6785,78
6786,59
6787,11
6788,77
6789,89
6790,96
6791,72
6792,68
6793,19
6794,47
6795,71
6796,15
6797,57
6798,34
6799,80
6800,57
6801,5
6802,60
6803,17
6804,65
6805,25
6806,12
6807,40
6808,0
6809,33
6810,38
6811,99
6812,57
6813,98
6814,73
6815,18
6816,52
6817,65
6818,28
6819,52
6820,18
6821,50
6822,2
6823,74
6824,0
6825,18
6826,33
6827,2
6828,62
6829,65
6830,98
6831,80
6832,31
6833,78
6834,25
6835,25
6836,71
6837,33
6838,67
6839,72
6840,2
6841,65
6842,11
6843,72
6844,7
6845,43
6846,78
6847,3
6848,0
6849,42
6850,65
6851,67
6852,69
6853,15
6854,0
6855,77
6856,10
6857,43
6858,27
6859,16
6860,24
6861,60
6862,7
6863,83
6864,50
6865,89
6866,75
6867,0
6868,15
6869,9
6870,81
6871,18
6872,81
6873,2
6874,92
6875,4
6876,18
6877,15
6878,67
6879,23
6880,95
6881,67
6882,14
6883,14
6884,57
6885,0
6886,50
6887,72
6888,19
6889,56
6890,55
6891,72
6892,22
6893,96
6894,18
6895,56
6896,19
6897,4
6898,15
6899,67
6900,87
6901,33
6902,84
6903,80
6904,18
6905,56
6906,33
6907,96
6908,69
6909,90
6910,62
6911,16
6912,41
6913,57
6914,2
6915,15
6916,46
6917,0
6918,91
6919,6
6920,48
6921,17
6922,2
6923,9
6924,3
6925,89
6926,82
6927,75
6928,77
6929,27
6930,44
6931,57
6932,80
6933,72
6934,46
6935,44
6936,77
6937,0
6938,72
6939,94
6940,10
6941,26
6942,69
6943,22
6944,18
6945,2
6946,91
6947,22
6948,44
6949,0
6950,8
6951,69
6952,69
6953,57
6954,64
6955,38
6956,75
6957,57
6958,57
6959,18
6960,23
6961,33
6962,86
6963,15
6964,49
6965,57
6966,49
6967,78
6968,97
6969,74
6970,67
6971,14
6972,18
6973,66
6974,16
6975,2
6976,37
6977,66
6978,27
6979,35
6980,19
6981,75
6982,51
6983,2
6984,33
6985,0
6986,84
6987,8
6988,12
6989,14
6990,65
6991,31
6992,18
6993,17
6994,47
6995,72
6996,75
6997,4
6998,25
6999,97
7000,42
7001,63
7002,91
7003,75
7004,17
7005,78
7006,27
7007,36
7008,49
7009,86
7010,64
7011,57
7012,65
7013,57
7014,42
7015,1
7016,23
7017,60
7018,8
7019,91
7020,68
7021,44
7022,10
7023,32
7024,57
7025,65
7026,66
7027,15
7028,60
7029,97
7030,87
7031,88
7032,68
7033,36
7034,66
7035,78
7036,4
7037,12
7038,57
7039,12
7040,38
7041,18
7042,47
7043,37
7044,54
7045,31
7046,65
7047,23
7048,67
7049,57
7050,18
7051,35
7052,75
7053,84
7054,46
7055,92
7056,30
7057,0
7058,33
7059,7
7060,81
7061,75
7062,12
7063,57
7064,28
7065,11
7066,77
7067,4
7068,60
7069,71
7070,96
7071,80
7072,0
7073,51
7074,66
7075,89
7076,89
7077,68
7078,97
7079,26
7080,52
7081,75
7082,56
7083,94
7084,54
7085,0
7086,24
7087,48
7088,75
7089,50
7090,0
7091,84
7092,13
7093,22
7094,43
7095,73
7096,84
7097,95
7098,40
7099,98
7100,31
7101,82
7102,18
7103,3
7104,70
7105,0
7106,13
7107,4
7108,93
7109,54
7110,89
7111,0
7112,74
7113,15
7114,8
7115,32
7116,91
7117,42
7118,0
7119,32
7120,57
7121,18
7122,95
7123,18
7124,56
7125,91
7126,64
7127,17
7128,15
7129,70
7130,69
7131,18
7132,10
7133,34
7134,92
7135,65
7136,18
7137,30
7138,67
7139,25
7140,22
7141,78
7142,8
7143,11
7144,0
7145,14
7146,18
7147,57
7148,78
7149,92
7150,57
7151,26
7152,37
7153,31
7154,42
7155,57
7156,57
7157,41
7158,13
7159,64
7160,16
7161,93
7162,98
7163,30
7164,8
7165,98
7166,6
7167,17
7168,38
7169,52
7170,30
7171,80
7172,90
7173,66
7174,89
7175,38
7176,66
7177,14
7178,60
7179,95
7180,15
7181,18
7182,87
7183,0
7184,94
7185,98
7186,13
7187,67
7188,57
7189,82
7190,67
7191,15
7192,57
7193,14
7194,67
7195,18
7196,57
7197,19
7198,51
7199,95
7200,42
7201,4
7202,27
7203,74
7204,16
7205,30
7206,44
7207,5
7208,18
7209,57
7210,15
7211,39
7212,54
7213,54
7214,8
7215,25
7216,10
7217,34
7218,83
7219,38
7220,37
7221,9
7222,8
7223,42
7224,87
7225,74
7226,46
7227,95
7228,65
7229,69
7230,66
7231,51
7232,34
7233,46
7234,40
7235,69
7236,5
7237,2
7238,46
7239,46
7240,52
7241,92
7242,0
7243,66
7244,81
7245,43
7246,66
7247,53
7248,18
7249,3
7250,47
7251,72
7252,6
7253,80
7254,53
7255,13
7256,4
7257,62
7258,84
7259,9
7260,0
7261,42
7262,91
7263,67
7264,34
7265,67
7266,39
7267,22
7268,48
7269,72
7270,36
7271,3
7272,12
7273,64
7274,6
7275,65
7276,5
7277,9
7278,26
7279,60
7280,87
7281,57
7282,99
7283,0
7284,57
7285,17
7286,18
7287,91
7288,50
7289,5
7290,17
7291,50
7292,50
7293,66
7294,72
7295,15
7296,0
7297,50
7298,50
7299,67
7300,7
7301,9
7302,27
7303,42
7304,57
7305,1
7306,7
7307,9
7308,15
7309,38
7310,56
7311,66
7312,35
7313,71
7314,5
7315,16
7316,33
7317,59
7318,18
7319,91
7320,9
7321,22
7322,26
7323,36
7324,27
7325,27
7326,46
7327,69
7328,11
7329,47
7330,56
7331,25
7332,37
7333,2
7334,92
7335,54
7336,52
7337,82
7338,78
7339,68
7340,5
7341,51
7342,57
7343,75
7344,50
7345,22
7346,11
7347,0
7348,81
7349,0
7350,57
7351,91
7352,52
7353,0
7354,11
7355,91
7356,9
7357,33
7358,5
7359,37
7360,80
7361,11
7362,11
7363,7
7364,4
7365,33
7366,36
7367,67
7368,65
7369,66
7370,80
7371,18
7372,23
7373,46
7374,98
7375,35
7376,35
7377,54
7378,0
7379,80
7380,33
7381,18
7382,7
7383,84
7384,41
7385,0
7386,56
7387,42
7388,62
7389,93
7390,5
7391,48
7392,62
7393,46
7394,66
7395,59
7396,93
7397,19
7398,72
7399,37
7400,81
7401,23
7402,68
7403,16
7404,50
7405,17
7406,3
7407,93
7408,54
7409,44
7410,7
7411,71
7412,72
7413,9
7414,40
7415,5
7416,80
7417,52
7418,18
7419,0
7420,11
7421,97
7422,8
7423,70
7424,37
7425,18
7426,57
7427,60
7428,51
7429,60
7430,57
7431,40
7432,2
7433,71
7434,0
7435,25
7436,62
7437,8
7438,47
7439,75
7440,4
7441,34
7442,83
7443,16
7444,24
7445,18
7446,57
7447,98
7448,33
7449,48
7450,8
7451,35
7452,2
7453,10
7454,7
7455,23
7456,71
7457,15
7458,31
7459,15
7460,7
7461,95
7462,5
7463,63
7464,60
7465,65
7466,11
7467,41
7468,97
7469,70
7470,66
7471,39
7472,44
7473,78
7474,42
7475,0
7476,81
7477,78
7478,54
7479,62
7480,17
7481,96
7482,57
7483,2
7484,18
7485,82
7486,52
7487,1
7488,89
7489,7
7490,18
7491,62
7492,39
7493,73
7494,13
7495,37
7496,25
7497,65
7498,30
7499,97
7500,18
7501,77
7502,96
7503,71
7504,18
7505,75
7506,41
7507,38
7508,0
7509,77
7510,65
7511,52
7512,37
7513,8
7514,52
7515,33
7516,54
7517,2
7518,48
7519,30
7520,8
7521,37
7522,57
7523,73
7524,18
7525,60
7526,89
7527,1
7528,66
7529,15
7530,91
7531,53
7532,91
7533,68
7534,95
7535,93
7536,16
7537,90
7538,70
7539,27
7540,0
7541,30
7542,78
7543,43
7544,33
7545,5
7546,91
7547,0
7548,57
7549,13
7550,16
7551,0
7552,69
7553,12
7554,34
7555,44
7556,65
7557,8
7558,37
7559,25
7560,38
7561,17
7562,0
7563,60
7564,65
7565,18
7566,0
7567,38
7568,65
7569,18
7570,96
7571,57
7572,14
7573,31
7574,69
7575,46
7576,17
7577,15
7578,5
7579,46
7580,30
7581,39
7582,90
7583,77
7584,64
7585,14
7586,15
7587,67
7588,67
7589,42
7590,66
7591,14
7592,19
7593,15
7594,57
7595,53
7596,27
7597,86
7598,27
7599,68
7600,5
7601,74
7602,27
7603,42
7604,0
7605,89
7606,73
7607,65
7608,31
7609,97
7610,98
7611,90
7612,93
7613,15
7614,51
7615,47
7616,84
7617,8
7618,1
7619,66
7620,47
7621,47
7622,97
7623,3
7624,74
7625,0
7626,65
7627,1
7628,17
7629,87
7630,68
7631,32
7632,57
7633,44
7634,54
7635,42
7636,46
7637,42
7638,7
7639,46
7640,57
7641,62
7642,5
7643,57
7644,10
7645,35
7646,0
7647,14
7648,66
7649,97
7650,98
7651,17
7652,28
7653,37
7654,14
7655,92
7656,18
7657,56
7658,73
7659,65
7660,37
7661,2
7662,15
7663,5
7664,35
7665,80
7666,33
7667,48
7668,81
7669,72
7670,5
7671,73
7672,19
7673,0
7674,7
7675,17
7676,95
7677,53
7678,96
7679,26
7680,53
7681,43
7682,3
7683,93
7684,87
7685,35
7686,4
7687,38
7688,27
7689,78
7690,72
7691,23
7692,65
7693,47
7694,92
7695,47
7696,57
7697,17
7698,34
7699,2
7700,23
7701,77
7702,91
7703,91
7704,47
7705,49
7706,89
7707,62
7708,82
7709,59
7710,82
7711,4
7712,16
7713,89
7714,57
7715,26
7716,57
7717,8
7718,74
7719,11
7720,3
7721,57
7722,0
7723,13
7724,16
7725,67
7726,37
7727,18
7728,94
7729,33
7730,2
7731,66
7732,64
7733,6
7734,57
7735,98
7736,22
7737,66
7738,57
7739,54
7740,38
7741,99
7742,60
7743,18
7744,5
7745,57
7746,82
7747,51
7748,98
7749,1
7750,49
7751,42
7752,39
7753,7
7754,37
7755,86
7756,72
7757,27
7758,83
7759,42
7760,25
7761,19
7762,53
7763,90
7764,84
7765,69
7766,75
7767,43
7768,89
7769,80
7770,54
7771,92
7772,55
7773,2
7774,70
7775,90
7776,33
7777,4
7778,8
7779,44
7780,1
7781,11
7782,86
7783,96
7784,77
7785,43
7786,84
7787,68
7788,0
7789,37
7790,12
7791,12
7792,14
7793,36
7794,78
7795,1
7796,91
7797,37
7798,68
7799,1
7800,50
7801,0
7802,18
7803,73
7804,42
7805,11
7806,63
7807,65
7808,51
7809,10
7810,44
7811,43
7812,23
7813,2
7814,55
7815,40
7816,66
7817,73
7818,91
7819,37
7820,81
7821,25
7822,39
7823,54
7824,43
7825,49
7826,65
7827,37
7828,0
7829,5
7830,67
7831,86
7832,49
7833,70
7834,15
7835,38
7836,7
7837,16
7838,18
7839,84
7840,34
7841,51
7842,72
7843,2
7844,44
7845,30
7846,78
7847,15
7848,51
7849,33
7850,1
7851,81
7852,10
7853,86
7854,34
7855,62
7856,0
7857,13
7858,70
7859,15
7860,51
7861,89
7862,27
7863,18
7864,7
7865,0
7866,19
7867,0
7868,96
7869,7
7870,7
7871,65
7872,65
7873,40
7874,17
7875,0
7876,50
7877,56
7878,46
7879,50
7880,62
7881,71
7882,60
7883,14
7884,50
7885,66
7886,14
7887,60
7888,71
7889,66
7890,89
7891,17
7892,0
7893,2
7894,8
7895,97
7896,93
7897,0
7898,14
7899,65
7900,91
7901,28
7902,84
7903,57
7904,5
7905,71
7906,37
7907,23
7908,46
7909,39
7910,65
7911,2
7912,65
7913,46
7914,12
7915,56
7916,43
7917,75
7918,51
7919,43
7920,0
7921,9
7922,24
7923,75
7924,84
7925,78
7926,62
7927,10
7928,35
7929,89
7930,56
7931,8
7932,52
7933,89
7934,18
7935,80
7936,97
7937,51
7938,66
7939,57
7940,33
7941,80
7942,43
7943,75
7944,84
7945,18
7946,51
7947,30
7948,22
7949,67
7950,1
7951,72
7952,4
7953,89
7954,66
7955,40
7956,52
7957,48
7958,89
7959,65
7960,60
7961,43
7962,22
7963,51
7964,18
7965,63
7966,2
7967,4
7968,46
7969,67
7970,71
7971,87
7972,66
7973,2
7974,95
7975,90
7976,78
7977,95
7978,84
7979,69
7980,2
7981,28
7982,83
7983,97
7984,73
7985,1
7986,31
7987,0
7988,68
7989,7
7990,7
7991,0
7992,73
7993,83
7994,46
7995,24
7996,42
7997,96
7998,5
7999,0
8000,84
8001,33
8002,52
8003,7
8004,15
8005,53
8006,0
8007,38
8008,31
8009,72
8010,10
8011,52
8012,4
8013,42
8014,5
8015,70
8016,86
8017,22
8018,18
8019,78
8020,40
8021,9
8022,35
8023,39
8024,23
8025,7
8026,94
8027,82
8028,0
8029,32
8030,78
8031,7
8032,7
8033,16
8034,47
8035,67
8036,0
8037,84
8038,97
8039,75
8040,5
8041,0
8042,6
8043,12
8044,16
8045,51
8046,86
8047,10
8048,83
8049,31
8050,42
8051,52
8052,66
8053,5
8054,46
8055,8
8056,12
8057,7
8058,54
8059,83
8060,42
8061,38
8062,32
8063,7
8064,17
8065,91
8066,80
8067,66
8068,54
8069,77
8070,98
8071,86
8072,92
8073,97
8074,0
8075,38
8076,15
8077,95
8078,80
8079,91
8080,8
8081,66
8082,87
8083,81
8084,9
8085,25
8086,57
8087,81
8088,15
8089,83
8090,43
8091,30
8092,83
8093,73
8094,13
8095,91
8096,2
8097,97
8098,53
8099,52
8100,0
8101,37
8102,42
8103,42
8104,26
8105,83
8106,69
8107,2
8108,14
8109,50
8110,48
8111,2
8112,8
8113,17
8114,97
8115,44
8116,27
8117,50
8118,65
8119,72
8120,18
8121,99
8122,57
8123,0
8124,37
8125,42
8126,18
8127,50
8128,77
8129,94
8130,8
8131,40
8132,73
8133,54
8134,60
8135,80
8136,52
8137,91
8138,23
8139,42
8140,74
8141,25
8142,34
8143,65
8144,32
8145,24
8146,5
8147,74
8148,22
8149,74
8150,57
8151,38
8152,36
8153,13
8154,92
8155,37
8156,84
8157,11
8158,34
8159,0
8160,4
8161,50
8162,4
8163,43
8164,41
8165,9
8166,18
8167,57
8168,31
8169,24
8170,54
8171,91
8172,42
8173,18
8174,44
8175,18
8176,34
8177,7
8178,7
8179,18
8180,9
8181,90
8182,10
8183,40
8184,55
8185,35
8186,68
8187,35
8188,26
8189,3
8190,44
8191,49
8192,93
8193,57
8194,59
8195,67
8196,12
8197,96
8198,96
8199,83
8200,72
8201,66
8202,66
8203,74
8204,8
8205,11
8206,0
8207,9
8208,17
8209,91
8210,43
8211,18
8212,46
8213,13
8214,75
8215,70
8216,73
8217,17
8218,60
8219,55
8220,5
8221,5
8222,41
8223,54
8224,91
8225,38
8226,0
8227,25
8228,5
8229,46
8230,96
8231,65
8232,83
8233,5
8234,60
8235,5
8236,5
8237,47
8238,77
8239,55
8240,18
8241,72
8242,70
8243,3
8244,34
8245,72
8246,93
8247,42
8248,18
8249,49
8250,73
8251,27
8252,84
8253,57
8254,7
8255,80
8256,57
8257,12
8258,15
8259,83
8260,23
8261,18
8262,22
8263,68
8264,23
8265,72
8266,80
8267,63
8268,27
8269,10
8270,72
8271,28
8272,67
8273,86
8274,16
8275,51
8276,19
8277,33
8278,84
8279,0
8280,53
8281,7
8282,65
8283,80
8284,75
8285,18
8286,0
8287,87
8288,57
8289,84
8290,13
8291,98
8292,89
8293,46
8294,65
8295,93
8296,66
8297,66
8298,26
8299,85
8300,46
8301,89
8302,73
8303,0
8304,46
8305,10
8306,42
8307,3
8308,49
8309,23
8310,57
8311,87
8312,5
8313,18
8314,86
8315,5
8316,0
8317,22
8318,50
8319,32
8320,52
8321,60
8322,95
8323,52
8324,91
8325,66
8326,64
8327,71
8328,65
8329,48
8330,0
8331,36
8332,0
8333,68
8334,68
8335,81
8336,89
8337,75
8338,89
8339,4
8340,43
8341,52
8342,37
8343,66
8344,81
8345,2
8346,80
8347,62
8348,53
8349,39
8350,44
8351,22
8352,90
8353,19
8354,43
8355,0
8356,18
8357,89
8358,89
8359,67
8360,30
8361,37
8362,40
8363,96
8364,35
8365,66
8366,38
8367,95
8368,48
8369,75
8370,22
8371,47
8372,41
8373,14
8374,37
8375,87
8376,35
8377,37
8378,65
8379,4
8380,18
8381,68
8382,12
8383,17
8384,19
8385,96
8386,57
8387,95
8388,90
8389,17
8390,42
8391,66
8392,78
8393,78
8394,35
8395,18
8396,7
8397,87
8398,71
8399,15
8400,98
8401,67
8402,63
8403,37
8404,0
8405,40
8406,68
8407,69
8408,39
8409,48
8410,39
8411,89
8412,60
8413,52
8414,71
8415,84
8416,71
8417,35
8418,67
8419,3
8420,0
8421,66
8422,71
8423,80
8424,33
8425,8
8426,98
8427,59
8428,87
8429,80
8430,81
8431,37
8432,2
8433,0
8434,52
8435,66
8436,63
8437,92
8438,65
8439,25
8440,65
8441,65
8442,51
8443,72
8444,83
8445,13
8446,60
8447,24
8448,65
8449,50
8450,35
8451,56
8452,4
8453,81
8454,0
8455,42
8456,62
8457,66
8458,64
8459,24
8460,46
8461,24
8462,2
8463,62
8464,51
8465,53
8466,4
8467,60
8468,0
8469,35
8470,72
8471,4
8472,98
8473,98
8474,13
8475,51
8476,2
8477,7
8478,7
8479,34
8480,99
8481,60
8482,55
8483,52
8484,8
8485,65
8486,73
8487,50
8488,57
8489,71
8490,7
8491,90
8492,0
8493,92
8494,12
8495,38
8496,42
8497,87
8498,82
8499,70
8500,30
8501,53
8502,42
8503,8
8504,52
8505,83
8506,9
8507,18
8508,17
8509,1
8510,11
8511,16
8512,81
8513,33
8514,57
8515,40
8516,67
8517,39
8518,16
8519,8
8520,8
8521,71
8522,64
8523,77
8524,59
8525,0
8526,17
8527,37
8528,5
8529,18
8530,66
8531,26
8532,66
8533,13
8534,96
8535,33
8536,22
8537,13
8538,37
8539,77
8540,43
8541,26
8542,67
8543,36
8544,7
8545,67
8546,54
8547,6
8548,68
8549,80
8550,14
8551,15
8552,49
8553,15
8554,44
8555,80
8556,0
8557,8
8558,74
8559,14
8560,87
8561,34
8562,54
8563,69
8564,26
8565,84
8566,54
8567,5
8568,7
8569,84
8570,35
8571,35
8572,54
8573,87
8574,60
8575,52
8576,81
8577,14
8578,65
8579,25
8580,9
8581,25
8582,4
8583,91
8584,16
8585,8
8586,16
8587,47
8588,57
8589,57
8590,57
8591,40
8592,37
8593,99
